text,start,count
Lesch-Nyhan syndrome,102,
compulsive self-injurious behavior,174,
HPRT-deficiency,532,
HPRT-deficient,440,
Lesch-Nyhan syndrome,334,
self-injurious behavior,928,
Lesch-Nyhan,334,
Lesch-Nyhan,1153,
compulsive,174,
Lesch-Nyhan syndrome,1153,
HPRT-deficient,211,
HPRT-APRT-deficient,700,
APRT deficiency,878,
hypoxanthine-guanine phosphoribosyl-transferase ( HPRT ) deficiency,9,
doubly-deficient,740,
Complete hypoxanthine-guanine phosphoribosyl-transferase ( HPRT ) deficiency,0,
colorectal cancers,46,
cancers,57,
human colorectal cancers,40,
human colorectal,40,
tumor-suppressor,177,
cancers,323,
colorectal cancers,410,
pancreatic cancers,312,
of colorectal canc,956,
her tumor-suppres,1134,
tumor-suppressor,270,
s a tumor-suppres,916,
31 cance,840,
y colorectal cance,533,
pancreatic,312,
colorectal cancers,90,
in colorectal canc,1037,
ataxia-telangiectasia,23,
ataxia-telangiectasia protein-deficient,23,
Pleiotropic defects in ataxia-telangiectasia,0,
Atm-deficient,508,
Atm-deficient,296,
Atm-deficient,137,
severe defects in T cell maturation,223,
develop thymomas,277,
ataxia-telangiectasia,575,
thymomas,285,
ataxia-telangiectasia,36,
Atm-deficient,409,
retarded in growth,160,
do not produce mature sperm,181,
colorectal cancer,33,
ve tumo,1018,
th stage II and stage III colorectal carcinom,821,
tumo,655,
ith lesi,1397,
f tumo,676,
II colorectal carcinom,844,
th stage,885,
ith stage,1261,
DCC,203,
In stage II colorectal carcino,1307,
ike stage III canc,1422,
se tumo,908,
d stage II and III colorectal carcinoma,521,
th stage II disea,885,
h curatively resecte,501,
stage II colorectal cancer,84,
tumor,323,
ith stage II or stage III colorectal can,1261,
nd stage III colorectal carcinom,834,
th DCC-negative tumo,1005,
th stage,821,
th stage I,1099,
colorectal cancer,220,
or stage III colorectal can,1274,
th stage III disea,1099,
colorectal carcinoma,361,
I colorectal carcinoma,538,
tumor cells,323,
anxiety-related traits,15,
anxiety-related,15,
traits,31,
polymorphism,45,
antianxiety,213,
anxiety-related,739,
anxiety-related personality traits,739,
antidepressant,194,
anxiety,99,
2,63,
dysplasia,81,
diastrophic,69,
atelosteogenesis,41,
diastrophic dysplasia,69,
type,58,
atelosteogenesis type 2,41,
DTD,473,
chondrodysplasias,332,
diastrophic,177,
ACG1B,273,
diastrophic dysplasia,177,
atelosteogenesis,209,
DTD,794,
the,303,
achondrogenesis,247,
h AO,1221,
dysplasia,29,
achondrogenesis type 1B,247,
diastrophic,17,
DTD,201,
DTD,808,
r DT,1614,
d ACG1,1722,
dysplasia,189,
AO-2,457,
DTD,526,
h AO,1607,
chondrodysplasias,108,
2,231,
AO2,802,
atelosteogenesis type 2,209,
AO2,520,
1B,268,
AO2,235,
diastrophic dysplasia,17,
type,263,
type,226,
Wiskott-Aldrich,111,
syndrome,127,
Wiskott-Aldrich syndrome,111,
WAS,31,
classical WAS,525,
isolated thrombocytopenia,1172,
immunodeficiency,51,
WAS,313,
X-linked immunodeficiency disease,42,
thrombocytopenia,1181,
mild forms of the disease,561,
WAS,1263,
WAS,134,
Wiskott-Aldrich syndrome,4,
syndrome,20,
Wiskott-Aldrich syndrome ( WAS,4,
Wiskott-Aldrich,4,
unrelated,470,
WAS,480,
immunodeficiency disease,51,
extensive clinical heterogeneity,188,
WAS,1561,
WAS,535,
adenomatous polyposis,120,
attenuated adenomatous polyposis coli,109,
adenomatous polyposis coli,222,
colorectal cancer,73,
AAPC,1093,
AAPC,451,
FAP,296,
Familial adenomatous polyposis ( FAP,0,
colorectal region,176,
APC,966,
AAPC,589,
attenuated adenomatous polyposis coli,411,
adenomatous polyposis coli ( APC,222,
Familial adenomatous polyposis,0,
APC,251,
numerous adenomatous polyps,127,
FAP,33,
adenomatous polyps,136,
APC,328,
attenuated adenomatous polyposis coli ( AAPC,411,
adenomatous polyposis coli ( AAPC,422,
APC,874,
tumors,167,
breast-ovarian cancer,75,
tumors,342,
tumor,229,
sporadic tumors,333,
tumour,720,
breast cancer,638,
breast,638,
mediating,710,
tumour suppression,720,
hereditary breast and ovarian cancer,4,
cancer,645,
hereditary breast and ovarian cancer,391,
breast and ovarian cancer,402,
hereditary,391,
cancer,421,
breast and ovarian,402,
dominant,10,
primary hyperparathyroidism,19,
with,81,
and,47,
Autosomal,0,
renal hamartomas,186,
renal hamartomas and cystic kidney disease,86,
Autosomal dominant primary hyperparathyroidism and jaw tumor syndrome,0,
tumor,55,
jaw tumor syndrome,51,
hyperparathyroidism,27,
primary,19,
renal,86,
renal hamartomas,86,
Autosomal dominant primary hyperparathyroidism,0,
jaw,51,
hamartomas,92,
syndrome,61,
cystic kidney disease,107,
Loss of heterozygosity,1470,
HPT,497,
polycystic,675,
multiple endocrine neoplasia,1026,
hamartomas,1668,
renal hamartomas,1514,
adult,241,
multiple endocrine neoplasia ( MEN,1026,
HPT-JT syndrome,380,
HPT-JT,52,
lesions,426,
JT,505,
cystic,267,
adult renal hamartomas,241,
jaw tumor,1599,
loss of heterozygosity,1686,
Hereditary hyperparathyroidism-jaw tumor syndrome ( HPT-JT,0,
autosomal dominant disease,67,
HPT and JT,497,
jaw tumor and a parathyroid tumor,1599,
JT,580,
renal,420,
parathyroid tumor,1615,
HPT-JT syndrome,216,
renal lesions,420,
primary HPT,838,
HPT,846,
renal hamartomas,1662,
renal,1662,
primary,838,
HPT-JT,216,
syndrome,223,
MEN1,1261,
autosomal,761,
Hereditary hyperparathyroidism-jaw tumor syndrome,0,
renal hamartomas,247,
MEN,1057,
adult renal hamartomas or cystic kidney disease,241,
tumor,1856,
polycystic kidney disease,675,
HPT-JT,380,
MEN2,1270,
cystic kidney disease,267,
G6PD deficient,327,
enzyme deficiency,703,
enzyme deficiency ( class III,703,
favism,379,
class,723,
clinical,370,
clinical favism,370,
III,729,
and,353,
cancer,1033,
cancers,1492,
ovarian,866,
heritable cancer,256,
ovarian,1484,
cancer,365,
breast,651,
and,1480,
heritable,256,
breast and 79 ovarian cancer,651,
cancers,885,
breast,1473,
cancer,266,
ovarian,357,
etiologically,1358,
breast,1264,
significant,1372,
ovarian,52,
cancer,976,
ovarian cancer,665,
breast,346,
breast cancer,1264,
ovarian,665,
cancer,673,
breast and ovarian cancer,346,
cancer,1310,
breast,857,
lesion,1384,
cancer,60,
polymorphism,1202,
breast,41,
and,48,
cancer,1271,
predisposition,273,
Ataxia-telangiectasia,0,
A-T,262,
A-T,1052,
"cerebellar degeneration , immunodeficiency and cancer predisposition",114,
ataxia-telangiectasia,65,
cancer predisposition,161,
cancer-prone,229,
A-T,512,
immunodeficiency,140,
cerebellar degeneration,114,
A-T,89,
A-T,185,
autosomal recessive disorder ataxia-telangiectasia ( A-T,36,
ataxia-telangiectasia ( A-T,65,
cancer,54,
breast cancer,47,
breast,47,
male,42,
male breast cancer,42,
ovarian,257,
cancer,265,
cancer,518,
or,254,
inherited breast / ovarian cancer,127,
ovarian cancer,746,
male,506,
breast,37,
ovarian,371,
cancer,379,
breast,241,
ovarian,746,
cancer,654,
cancer,840,
ovarian cancer,257,
breast,833,
male breast cancer,32,
male breast cancer,828,
the inherited breast / ovarian cancer,123,
cancer,44,
breast,647,
male,828,
cancer,720,
male,32,
breast cancer,511,
inherited,127,
breast,362,
and,248,
breast,872,
breast,137,
cancer,889,
breast,511,
breast / ovarian cancer,137,
cancer,154,
male,642,
breast cancer,37,
cancer,754,
male breast cancer,642,
ovarian,881,
male breast cancer,506,
breast cancer,833,
ovarian,146,
breast cancer,647,
and,27,
Angeles,35,
and Los Angeles variant galactosemia,27,
galactosemia,51,
Los,31,
variant,43,
Duarte,20,
galactosemia,1727,
galactosemia,72,
variant,1716,
Duarte enzyme variant of galactosemia,47,
D,91,
of,1724,
LA variant of galactosemia,1713,
LA,1713,
D,87,
human breast cancer,92,
cancer,105,
breast,98,
tumor,11,
breast cancer,98,
human,92,
cancers,652,
breast carcinomas,455,
transformation,105,
breast,732,
normal,702,
tumors,158,
carcinomas,462,
breast cancer,817,
fibroblasts,73,
breast cancer patients,732,
metastatic tumors,147,
breast,709,
tissue,716,
human,449,
breast cancer,403,
human breast cancer,397,
metastatic,147,
breast cancer,732,
suppressor,341,
tumor,335,
breast,817,
cancer,410,
cancer,739,
human breast carcinomas,449,
cancer,824,
human,811,
breast,455,
cellular,96,
breast,403,
instability,618,
intergenerational,1072,
DM,21,
somatic,1094,
DM,139,
Myotonic dystrophy ( DM,0,
instability,762,
mitotic,610,
triplet,754,
DM,658,
instability,1109,
instability,488,
instability,839,
and,1090,
repeat,1102,
Myotonic dystrophy,0,
autoimmune lymphoproliferative syndrome,48,
apoptosis,27,
ALPS,469,
lymphadenopathy,686,
and lymphadenopathy,682,
autoimmune lymphoproliferative syndrome,323,
ALPS,365,
Programmed cell death,0,
splenomegaly,669,
apoptosis,220,
lymphoproliferation,251,
severe autoimmune manifestations,727,
autoimmune lymphoproliferative syndrome ( ALPS,323,
autoimmune manifestations,734,
ataxia-telangiectasia,4,
ATM,48,
ATM,510,
ATM,169,
ATM,771,
ATM,406,
ataxia-telangiectasia,560,
ATM,914,
ataxia-telangiectasia,19,
ataxia-telangiectasia gene,19,
shorter,811,
type,343,
life,427,
syndrome,365,
rupture,404,
adult,421,
aortic rupture,397,
aortic rupture in early adult life,397,
Ehlers-Danlos,351,
type,966,
major,919,
early,415,
blood,925,
aortic,397,
IV,971,
of,912,
vessels,931,
syndrome,988,
life,819,
much,806,
Ehlers-Danlos,974,
rupture,904,
embryogenesis,138,
