text,start,count
hereditary breast cancer,185,
fish-eye disease,104,
fish-eye,104,
FED,354,
fish-eye disease,335,
h FE,1061,
ataxia-telangiectasia,48,
cerebellar ataxia,765,
A-T,60,
ataxia-telangiectasia,36,
A-T,1040,
non-papillary renal cell carcinomas,75,
chromophobe renal cell carcinomas,614,
non-papillary renal cell carcinomas,346,
tumours,871,
chromophobe renal cell carcinomas,404,
non-papillary renal cell carcinoma,1017,
sporadic renal cell carcinomas,66,
renal oncocytomas,704,
papillary renal cell tumours,667,
non-papillary renal cell carcinomas,456,
endometrial cancer,20,
tumours,265,
endometrial carcinoma,774,
tumours,11,
endometrial carcinomas,550,
tumours,1528,
Norrie disease,20,
ND,36,
ND,98,
alveolar rhabdomyosarcoma,39,
Pediatric alveolar rhabdomyosarcoma,0,
chronic nonspherocytic hemolytic anemia,406,
HD,804,
Huntington disease,24,
HD,175,
HD,45,
HD,1029,
sporadic aniridia,31,
aniridia,678,
aniridia,324,
aniridia,503,
bilateral sporadic aniridia,36,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
phenylketonuria,17,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
epilepsies,934,
autosomal dominant nocturnal frontal lobe epilepsy,364,
inherited breast / ovarian cancer,276,
breast cancer,907,
inherited breast cancer,55,
breast cancer,980,
familial breast cancer,241,
breast cancer,1178,
breast cancer,1697,
breast cancer,153,
AT,266,
immune defects,98,
thymic lymphoma,118,
growth-retarded,515,
infertile,537,
ataxia-telangiectasia,438,
ataxia-telangiectasia,54,
C7D,199,
meningitis,107,
recurrent bacterial infections,63,
C7D,1068,
C7D,1006,
Complement C7 deficiency ( C7D,0,
lesch-nyhan syndrome,45,
Lesch-Nyhan syndrome,102,
compulsive self-injurious behavior,174,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
thymomas,285,
ataxia-telangiectasia,36,
do not produce mature sperm,181,
colorectal cancer,33,
ve tumo,1018,
th stage II and stage III colorectal carcinom,821,
ike stage III canc,1422,
se tumo,908,
ith lesi,1397,
In stage II colorectal carcino,1307,
colorectal carcinoma,361,
f tumo,676,
stage II colorectal cancer,84,
colorectal cancer,220,
d stage II and III colorectal carcinoma,521,
ith stage II or stage III colorectal can,1261,
anxiety,99,
diastrophic dysplasia,69,
ACG1B,273,
h AO,1221,
DTD,473,
chondrodysplasias,108,
DTD,201,
AO2,802,
atelosteogenesis type 2,209,
AO2,520,
DTD,808,
DTD,794,
AO2,235,
diastrophic dysplasia,177,
AO-2,457,
DTD,526,
r DT,1614,
h AO,1607,
Wiskott-Aldrich syndrome,111,
WAS,313,
WAS,535,
WAS,480,
Wiskott-Aldrich syndrome ( WAS,4,
thrombocytopenia,1181,
WAS,1561,
attenuated adenomatous polyposis coli,109,
colorectal cancer,73,
FAP,296,
AAPC,589,
Familial adenomatous polyposis,0,
FAP,33,
adenomatous polyps,136,
renal hamartomas,186,
jaw tumor syndrome,51,
cystic kidney disease,107,
HPT-JT syndrome,216,
HPT-JT syndrome,380,
renal lesions,420,
polycystic kidney disease,675,
cystic kidney disease,267,
renal hamartomas,1514,
HPT-JT,52,
renal hamartomas,1662,
jaw tumor and a parathyroid tumor,1599,
JT,580,
breast and ovarian cancers,1473,
"breast , ovarian , or other cancers",857,
breast and ovarian cancer,41,
cancer,1310,
breast cancer,1264,
Ataxia-telangiectasia,0,
A-T,89,
immunodeficiency,140,
cerebellar degeneration,114,
ataxia-telangiectasia,65,
cancer predisposition,161,
breast and / or ovarian cancer,241,
ovarian cancer,746,
breast / ovarian cancer,872,
male breast cancer,828,
breast / ovarian cancer,362,
cancer,720,
galactosemia,51,
galactosemia,72,
metastatic tumors,147,
DM,658,
Myotonic dystrophy,0,
DM,21,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
splenomegaly,669,
ALPS,469,
lymphadenopathy,686,
ALPS,365,
type IV Ehlers-Danlos syndrome,966,
type IV Ehlers-Danlos syndrome,343,
dementia,628,
nystagmus,528,
Pelizaeus-Merzbacher disease,153,
PMD,446,
PMD,184,
tremors,550,
personality disorders,640,
mental retardation,574,
breast and ovarian cancer,44,
breast cancer,337,
breast cancer,1489,
breast and ovarian cancer,675,
Kniest dysplasia,0,
Kniest dysplasia,605,
restricted joint mobility,268,
Kniest dysplasia,0,
blindness,300,
short stature,252,
chondrodysplasia,29,
alkaptonuria,69,
alkaptonuria,1626,
human cancers,185,
Schwartz-Jampel chondrodystrophic myotonia,17,
myotonia,676,
d SJ,1674,
e SJ,1619,
short stature,141,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
mild skeletal changes,615,
Pyle disease,1312,
SJS,202,
moderate bone dysplasia,996,
myotonia,130,
bone dysplasia,161,
predisposition to WT,405,
childhood kidney cancer,79,
acute myeloid leukemia,645,
renal nephropathy,367,
juvenile granulosa cell tumour,517,
Wilms tumour,105,
WT,120,
gonadal anomaly,387,
Wilms tumours,270,
desmoplastic small round cell tumour,586,
Denys-Drash syndrome,344,
non-asbestos related mesothelioma,550,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
aniridia,165,
insulin-dependent diabetes mellitus,95,
IDDM,816,
IDDM,518,
IDDM,476,
IDDM,981,
IDDM,286,
IDDM,587,
IDDM,330,
inherited C9 deficiency,383,
C9 deficiency,890,
recurrent neisseria infections,298,
C9 deficiency,549,
C9 deficiency,442,
breast cancer,69,
th breast and ovarian canc,829,
ith breast can,1446,
breast cancer,112,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic cancer,53,
tumor,357,
pancreatic tumors,566,
pancreatic tumors,730,
pancreatic cancer,806,
pancreatic tumors,488,
tumors,609,
pancreatic cancer,213,
cancers,848,
breast and / or ovarian cancer,83,
breast cancer,630,
estrogen receptor-positive breast carcinomas,1020,
breast carcinomas,137,
cancer,578,
tumours,866,
cancer,268,
C7 deficiency,19,
C7 deficiency,23,
galactosemia,1037,
classical galactosemia,509,
Classical galactosemia,0,
classical and Duarte galactosemia,422,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,116,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
alveolar rhabdomyosarcoma,907,
ataxia-telangiectasia,68,
tumours,1428,
DM,47,
dystrophia myotonica,24,
DM,267,
DM,927,
DM,1394,
Myotonic dystrophy,0,
Krabbe disease,120,
