text,start,count
breast cancer,1264,
A-T,262,
A-T,1052,
ataxia-telangiectasia,65,
immunodeficiency,140,
cancer-prone,229,
A-T,512,
autosomal recessive disorder,36,
cancer predisposition,161,
A-T,89,
cerebellar degeneration,114,
breast and / or ovarian cancer,241,
male breast cancer,642,
male breast cancer,32,
male breast cancer,828,
inherited breast / ovarian cancer,127,
male breast cancer,506,
Duarte and Los Angeles variant galactosemia,20,
Duarte enzyme variant of galactosemia,47,
LA variant of galactosemia,1713,
breast cancer,98,
cancers,652,
breast cancer,817,
breast cancer,732,
metastatic tumors,147,
breast carcinomas,455,
breast cancer,403,
DM,164,
DM,139,
autoimmune manifestations,734,
ataxia-telangiectasia,19,
SPG,372,
PLP-associated disease,937,
nystagmus,528,
Pelizaeus-Merzbacher disease,153,
X-linked spastic paraplegia,342,
ovarian cancer,61,
breast cancer,43,
severely handicapped,226,
short stature,252,
defective formation of type II collagen,60,
Kniest dysplasia,605,
chondrodysplasia,29,
alkaptonuria,1463,
"brain, breast, and prostate cancer",68,
glioblastoma,281,
metastasis,796,
cancers,191,
primary glioblastomas,453,
tumor,98,
predisposition to WT,405,
kidney cancer,89,
sporadic Wilms tumours,261,
juvenile granulosa cell tumour,517,
Wilms tumour,105,
inherited disorder of skeletal muscle,44,
C9 deficiency ,549,
Deficiency of terminal complement components,224,
neisseria infections,308,
inherited C9 deficiency,383,
C9 deficiency,890,
C9 deficiency,442,
breast cancer,1215,
breast cancer,702,
ovarian cancer,972,
breast cancer,1450,
breast cancers,1246,
breast cancer,630,
ovarian cancer,724,
breast and ovarian cancer,1005,
breast and ovarian cancer,832,
breast cancer,423,
breast cancer,940,
ovarian cancer,1391,
pancreatic tumors,488,
tumor types,357,
solid tumors,182,
tumour,118,
breast and / or ovarian cancer,83,
estrogen receptor-positive breast carcinomas,1020,
breast carcinomas,137,
cancer ,268,
cancer,578,
tumours,866,
Duarte galactosemia,436,
galactosemia,1109,
galactosemia,822,
galactosemia,706,
classical and ,422,
genetic disorder,28,
alveolar rhabdomyosarcoma,116,
hematopoietic and solid tumors,41,
alveolar rhabdomyosarcoma,214,
solid tumor,202,
cancer-associated diseases,41,
Li-Fraumeni syndrome,94,
ataxia-telangiectasia,68,
acute radiation toxicity,1264,
T-cell lymphomas,395,
tumour,740,
autosomal dominant multisystem disorder,60,
DM,894,
DM,860,
DM,190,
neuromuscular disease,403,
Myotonic dystrophy,0,
Krabbe disease,41,
Adult onset globoid cell leukodystrophy,0,
Krabbe disease,120,
adult onset globoid cell leukodystrophy,78,
diminished GALC activity,461,
spastic paraplegia,382,
AO-GLD,1394,
GLD,1709,
AO-GLD,137,
diminished GALC activity,1014,
IF-GLD,1602,
