text,start,count
anxiety-related traits,15,
anxiety-related,15,
anxiety,99,
anxiety-related personality traits,739,
diastrophic,69,
achondrogenesis,247,
h AO,1221,
chondrodysplasias,108,
chondrodysplasias,332,
diastrophic,177,
1B,268,
h AO,1607,
diastrophic dysplasia,17,
type,263,
r DT,1614,
atelosteogenesis,209,
DTD,794,
WAS,535,
WAS,480,
WAS,1263,
Wiskott-Aldrich syndrome ( WAS,4,
thrombocytopenia,1181,
extensive clinical heterogeneity,188,
WAS,1561,
WAS,134,
attenuated adenomatous polyposis coli,109,
APC,874,
Familial adenomatous polyposis ( FAP,0,
adenomatous polyps,136,
AAPC,1093,
tumors,167,
breast-ovarian cancer,75,
tumors,342,
tumor,229,
sporadic tumors,333,
tumour,720,
hereditary breast and ovarian cancer,4,
breast cancer,638,
hereditary breast and ovarian cancer,391,
breast and ovarian cancer,402,
Autosomal,0,
hyperparathyroidism,27,
renal hamartomas and cystic kidney disease,86,
jaw tumor syndrome,51,
Autosomal dominant primary hyperparathyroidism,0,
jaw,51,
hamartomas,92,
cystic kidney disease,107,
cystic kidney disease,267,
renal lesions,420,
Hereditary hyperparathyroidism-jaw tumor syndrome ( HPT-JT,0,
adult renal hamartomas or cystic kidney disease,241,
tumor,1856,
HPT and JT,497,
HPT,846,
renal hamartomas,1662,
jaw tumor and a parathyroid tumor,1599,
G6PD deficient,327,
ovarian cancer,665,
cancer,1033,
breast and ovarian cancer,41,
heritable cancer,256,
breast and ovarian cancers,1473,
breast,1473,
breast and ovarian cancer,346,
cancer,266,
cancer,1310,
breast,41,
cancer,976,
breast,651,
"breast , ovarian , or other cancers",857,
A-T,262,
A-T,1052,
cancer predisposition,161,
cancer-prone,229,
A-T,512,
immunodeficiency,140,
A-T,185,
cerebellar degeneration,114,
male breast cancer,42,
breast and / or ovarian cancer,241,
male breast cancer,642,
male breast cancer,32,
cancer,720,
breast / ovarian cancer,872,
inherited breast / ovarian cancer,127,
breast,241,
breast / ovarian cancer,362,
male breast cancer,506,
galactosemia,51,
Duarte,20,
galactosemia,72,
tumor,11,
tumors,158,
metastatic,147,
fibroblasts,73,
breast,732,
breast cancer,732,
cancer,739,
cancers,652,
metastatic tumors,147,
cancer,824,
tumor,335,
carcinomas,462,
breast,817,
breast,455,
DM,658,
DM,139,
severe autoimmune manifestations,727,
splenomegaly,669,
lymphadenopathy,686,
autoimmune manifestations,734,
ataxia-telangiectasia,4,
ATM,48,
ATM,510,
ATM,169,
ATM,771,
ATM,406,
ataxia-telangiectasia,560,
ATM,914,
ataxia-telangiectasia,19,
type,966,
dementia,628,
nystagmus,528,
PLP-associated disease,937,
tremors,550,
personality disorders,640,
mental retardation,574,
breast and ovarian cancer,44,
breast cancer,285,
young onset breast cancer and ovarian cancer,31,
breast or ovarian cancer,1193,
breast cancer,1321,
breast and ovarian cancer,675,
short stature,252,
chondrodysplasia,29,
restricted joint mobility,268,
blindness,300,
Kniest,0,
alkaptonuria,1463,
breast,75,
brain,68,
"brain, breast, and prostate cancer",68,
breast cancer,388,
tumor,772,
human cancers,185,
glioblastoma,281,
tumor,98,
prostate cancer,341,
glioblastomas,461,
tumor,696,
cancers,191,
myotonia,676,
d SJ,1674,
SJS,942,
e SJ,1619,
mild skeletal changes,615,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
SJS,1384,
bone dysplasia,1286,
moderate bone dysplasia,996,
primary bone dysplasia with myotonia,734,
primary bone dysplasia,734,
bone dysplasia,161,
SJS,511,
short stature,141,
myotonia,762,
myotonia,130,
bone changes,879,
predisposition to WT,405,
childhood kidney cancer,79,
renal nephropathy,367,
WT,423,
gonadal anomaly,387,
Wilms tumours,270,
simple,48,
aniridia,7,
IDDM,816,
IDDM,981,
insulin-dependent diabetes mellitus,105,
recurrent neisseria infections,298,
C9 deficiency,549,
th breast and ovarian canc,829,
ith breast can,1446,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
tumors,188,
tumor,357,
tumors,609,
solid tumors,182,
cancers,848,
mismatched kidney allografts,40,
breast and ovarian cancer,31,
breast and / or ovarian cancer,83,
tumour,118,
cancer,578,
tumours,866,
cancer,268,
deficiency,22,
C7,19,
C7,23,
C7-deficient,592,
classical,27,
Duarte galactosemia,41,
galactosemia,1109,
galactosemia,822,
classical and Duarte galactosemia,422,
classical galactosemia,696,
classical,422,
A-T,572,
A-T,890,
A-T,499,
rhabdomyosarcoma,125,
alveolar,116,
hematopoietic and solid tumors,41,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
cancer-associated,41,
ataxia-telangiectasia and Li-Fraumeni syndrome,68,
tumorigenesis,862,
tumour,740,
tumours,1428,
myotonic dystrophy,38,
DM,927,
DM,1394,
DM,267,
adult neuromuscular disease,397,
RCC- and von Hippel-Lindau disease-associated tumors,330,
RCCs,228,
von Hippel-Lindau tumor,4,
leukodystrophy,25,
disease,48,
Krabbe,41,
diminished GALC activity in their leukocytes,461,
AO-GLD,1394,
