text,start,count
enzyme deficiency ( class III,703,
class,723,
clinical,370,
clinical favism,370,
III,729,
and,353,
cancer,1033,
breast and ovarian cancer,41,
ovarian,866,
heritable cancer,256,
ovarian,1484,
cancer,365,
breast,651,
and,1480,
heritable,256,
breast and 79 ovarian cancer,651,
breast,41,
cancers,885,
breast,1473,
cancers,1492,
ovarian,357,
etiologically,1358,
breast,1264,
significant,1372,
ovarian,52,
cancer,976,
ovarian cancer,665,
breast,346,
ovarian,665,
cancer,673,
breast and ovarian cancer,346,
cancer,1310,
breast,857,
lesion,1384,
cancer,60,
"breast , ovarian , or other cancers",857,
polymorphism,1202,
cancer,266,
and,48,
cancer,1271,
breast and ovarian cancers,1473,
predisposition,273,
A-T,262,
A-T,1052,
"cerebellar degeneration , immunodeficiency and cancer predisposition",114,
cancer predisposition,161,
cancer-prone,229,
A-T,512,
immunodeficiency,140,
cerebellar degeneration,114,
A-T,185,
autosomal recessive disorder ataxia-telangiectasia ( A-T,36,
ataxia-telangiectasia ( A-T,65,
cancer,54,
breast cancer,47,
breast,47,
male,42,
male breast cancer,42,
ovarian,257,
cancer,265,
cancer,518,
or,254,
inherited breast / ovarian cancer,127,
male,506,
ovarian,146,
breast,37,
ovarian,371,
cancer,379,
breast,241,
ovarian,746,
cancer,654,
cancer,840,
ovarian cancer,257,
breast,833,
male breast cancer,32,
breast / ovarian cancer,872,
the inherited breast / ovarian cancer,123,
cancer,44,
breast,647,
male,828,
cancer,720,
male,32,
breast cancer,511,
inherited,127,
and,248,
breast,872,
breast,137,
cancer,889,
breast,511,
breast / ovarian cancer,137,
cancer,154,
male,642,
breast cancer,37,
breast and / or ovarian cancer,241,
cancer,754,
male breast cancer,642,
ovarian,881,
male breast cancer,506,
breast cancer,833,
breast,362,
breast cancer,647,
breast / ovarian cancer,362,
and,27,
variant,43,
Angeles,35,
and Los Angeles variant galactosemia,27,
galactosemia,51,
Los,31,
Duarte and Los Angeles variant galactosemia,20,
Duarte,20,
galactosemia,1727,
galactosemia,72,
variant,1716,
LA,1713,
of,1724,
D,91,
D,87,
human,92,
tumor,11,
breast,98,
cancer,105,
human breast cancer,92,
cancers,652,
transformation,105,
breast,732,
normal,702,
tumors,158,
carcinomas,462,
fibroblasts,73,
breast cancer patients,732,
metastatic tumors,147,
breast,709,
tissue,716,
human,449,
cancer,824,
metastatic,147,
breast cancer,732,
cancer,739,
tumor,335,
breast,817,
cancer,410,
suppressor,341,
human breast carcinomas,449,
human breast cancer,397,
human,811,
breast,455,
cellular,96,
breast,403,
instability,618,
intergenerational,1072,
somatic,1094,
DM,139,
Myotonic dystrophy ( DM,0,
instability,762,
mitotic,610,
triplet,754,
DM,658,
instability,1109,
instability,488,
instability,839,
and,1090,
repeat,1102,
apoptosis,27,
lymphadenopathy,686,
and lymphadenopathy,682,
Programmed cell death,0,
splenomegaly,669,
apoptosis,220,
lymphoproliferation,251,
severe autoimmune manifestations,727,
autoimmune lymphoproliferative syndrome ( ALPS,323,
autoimmune manifestations,734,
ataxia-telangiectasia,4,
ATM,48,
ATM,510,
ATM,169,
ATM,771,
ATM,406,
ataxia-telangiectasia,560,
ATM,914,
ataxia-telangiectasia,19,
ataxia-telangiectasia gene,19,
shorter,811,
type,343,
life,427,
syndrome,365,
rupture,404,
adult,421,
aortic rupture,397,
aortic rupture in early adult life,397,
Ehlers-Danlos,351,
type,966,
major,919,
early,415,
blood,925,
aortic,397,
IV,971,
of,912,
vessels,931,
syndrome,988,
life,819,
much,806,
Ehlers-Danlos,974,
rupture,904,
embryogenesis,138,
fibrillogenesis,1119,
the,915,
IV Ehlers-Danlos,348,
in,412,
rupture of the major blood vessels,904,
IV,348,
span,824,
mental,574,
dementia,628,
nystagmus,528,
disease,174,
tremors,550,
disease is progressive,668,
Pelizaeus-Merzbacher,153,
PLP-associated disease,937,
Pelizaeus-Merzbacher disease ( PMD,153,
personality,640,
personality disorders,640,
mental retardation,574,
breast,44,
and ovarian cancer,51,
breast and ovarian cancer,44,
breast cancer,1321,
breast cancer,285,
young onset breast cancer and ovarian cancer,31,
highly penetrant mutations,101,
breast cancer and ovarian cancer,43,
mutations,188,
breast and ovarian cancer,675,
breast or ovarian cancer,1193,
Kniest,0,
dysplasia,7,
severely handicapped with short stature,226,
chondrodysplasia,29,
dysplasia,7,
restricted joint mobility,268,
blindness,300,
severely handicapped,226,
short stature,252,
stature,258,
Kniest,0,
joint,279,
short,252,
Kniest,605,
mobility,285,
dysplasia,612,
restricted,268,
human alkaptonuria,1457,
alkaptonuria,1463,
Aspergillus,897,
human brain,62,
and,83,
cancer,96,
prostate cancer,87,
breast,75,
"breast, and prostate cancer",75,
prostate,87,
brain,68,
"brain, breast, and prostate cancer",68,
human,185,
breast cancer,388,
tumor,772,
cancer,395,
human cancers,185,
glioblastoma,281,
tumor,98,
cancer,350,
prostate,341,
breast,388,
glioblastomas,461,
prostate cancer,341,
tumor,696,
cancers,191,
chondrodystrophic myotonia,33,
primary bone dysplasia,734,
d SJ,1674,
which may be secondary consequences of myotonia,637,
bone dysplasia,1286,
Aberfeld,1090,
increased mortality,1262,
resembling Kniest dysplasia,1194,
bone dysplasia resembling Pyle disease,1286,
SJS,942,
age of manifestation,825,
mild skeletal changes,615,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
SJS,1384,
increased mortality and bone dysplasia,1262,
"myotonia , short stature , and bone dysplasia",130,
bone dysplasia,1179,
recognizable at birth,1134,
e SJ,1619,
dysplasia,1184,
myotonia,762,
mortality,1272,
type 1B,1101,
bone dysplasia resembling Kniest dysplasia,1179,
moderate bone dysplasia,996,
manifest at birth,1237,
recognized in childhood,965,
myotonia,130,
clinical course,848,
Schwartz,1068,
myotonia,676,
Schwartz-Jampel syndrome ( SJS,4,
Jampel,1079,
pattern of bone changes,868,
short stature,141,
type 2,1228,
primary bone dysplasia with myotonia,734,
bone dysplasia,161,
SJS,511,
SJS type 1A,941,
more pronounced bone dysplasia,1163,
bone changes,879,
granulosa cell tumour,526,
predisposition to WT,405,
renal nephropathy,367,
Wilms tumours,270,
acute,645,
childhood kidney cancer,79,
Denys-Drash,344,
sporadic,261,
nephropathy,373,
Wilms,105,
gonadal,387,
renal,367,
"childhood kidney cancer , Wilms tumour",79,
gonadal anomaly,387,
WT,423,
tumour,111,
mesothelioma,571,
kidney,89,
juvenile,517,
"juvenile granulosa cell tumour , non-asbestos related mesothelioma , desmoplastic small round cell tumour",517,
tumours,276,
autosomal,14,
disorder of skeletal muscle,54,
simple aniridia,48,
simple,48,
aniridia,7,
mellitus,122,
insulin-dependent,95,
diabetes mellitus,113,
IDDM,816,
IDDM,981,
IDDM2,765,
IDDM2,149,
insulin-dependent,105,
IDDM2,257,
IDDM2,925,
mellitus,132,
insulin-dependent diabetes mellitus,105,
C9 deficiency,393,
membrane attack complex,110,
recurrent neisseria infections,298,
heterozygous C9 deficiency,877,
C9 deficiency,549,
th breast and ovarian canc,829,
ith breast can,1446,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
al breast canc,1212,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic,53,
pancreatic,806,
tumor,357,
solid tumors,182,
tumors,609,
tumors,188,
cancers,848,
C9,37,
C9-deficient,101,
pathway,198,
C9,951,
allografts,58,
pathway,242,
classical,232,
alternative,186,
defective C9,915,
low,221,
mismatched,40,
long-surviving,25,
mismatched kidney allografts,40,
activity,206,
C9 deficiency,571,
deficiency,954,
normal,225,
kidney,51,
deficiency of C9,854,
no,183,
breast and ovarian cancer,31,
breast,31,
ESR mutations,14,
familial clustering of breast and / or ovarian cancer,60,
tumour,118,
breast carcinomas,1047,
hormonal therapy resistance,989,
breast and / or ovarian cancer,83,
breast,630,
cancer,578,
tumours,866,
breast and / or ovarian cancer and tumour,83,
cancer,268,
estrogen,1020,
deficiency,22,
C7,19,
C7,23,
C7-deficient,592,
classical,27,
galactosemia,48,
Duarte galactosemia,41,
classical and Duarte galactosemia,27,
and Duarte galactosemia,37,
Duarte galactosemia,436,
classical,422,
galactosemia,1109,
galactosemia,443,
classical and Duarte galactosemia,422,
classical galactosemia,696,
galactosemia,822,
ataxia-telangiectasia,56,
A-T,572,
A-T,890,
A-T,499,
rhabdomyosarcoma,125,
alveolar,116,
alveolar,214,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
functional alterations,452,
oncogenic effects,1106,
hematopoietic,41,
overexpression,586,
pediatric solid,192,
rhabdomyosarcoma,223,
fusion product overexpression,516,
tumors,65,
hematopoietic and solid tumors,41,
solid tumors,59,
solid tumor,202,
tumorigenesis,54,
apoptosis,25,
diseases,59,
radiation,279,
irradiation-induced apoptosis,978,
apoptosis,909,
apoptosis,265,
human,1422,
proliferation,316,
cancer-associated,41,
thymocyte,473,
ataxia-telangiectasia and Li-Fraumeni syndrome,68,
syndrome,106,
tumours,1428,
human,35,
human cancer-associated diseases,35,
tumorigenesis,862,
cellular,307,
sensitivity,289,
human cancer-associated diseases ataxia-telangiectasia and Li-Fraumeni syndrome,35,
development,483,
Li-Fraumeni,94,
apoptosis,998,
tumour,740,
myotonic dystrophy,38,
autosomal dominant multisystem disorder,60,
hereditary,386,
dystrophy,9,
loss of the hypersensitive,944,
DM,267,
adult neuromuscular disease,397,
hereditary adult neuromuscular disease,386,
DM,927,
DM,1394,
dystrophia,24,
myotonica,35,
Myotonic,0,
retinoblastoma,73,
RB1,94,
RB1,1194,
