text,start,count
CHD,1332,
coronary heart disease,128,
retinoblastoma,38,
Wiskott-Aldrich syndrome,0,
Wiskott-Aldrich syndrome,4,
WAS,103,
WAS,802,
severe eye abnormalities,68,
lack eyes and nasal cavities,201,
Aniridia,0,
iris hypoplasia,167,
galactosemia,1502,
galactosemia,366,
HD,87,
HD,610,
HD,327,
Huntington disease,66,
Prader-Willi syndrome,69,
PWS,529,
PWS,172,
Prader-Willi syndrome,106,
PWS,130,
PWS,459,
tumour,44,
von Hippel-Lindau disease,18,
haemangioblastoma,409,
VHL,678,
VHL,1451,
VHL,1630,
VHL,159,
"retinal , cerebellar and spinal haemangioblastomas",211,
renal cell carcinoma,264,
von Hippel-Lindau ( VHL ) disease,4,
VHL,351,
phaeochromocytoma,289,
VHL,1551,
hereditary breast cancer,25,
breast cancer,31,
hereditary breast cancer,1361,
hereditary breast cancers,413,
hereditary breast cancer,330,
breast or ovarian cancer,717,
breast cancer,618,
hereditary breast cancer,1521,
hereditary breast or ovarian cancer,515,
hereditary breast cancer,185,
fish-eye disease,104,
fish-eye,104,
FED,354,
fish-eye disease,335,
h FE,1061,
ataxia-telangiectasia,48,
A-T,60,
A-T,414,
A-T,948,
cerebellar ataxia,765,
ataxia-telangiectasia,36,
A-T,195,
A-T,1040,
non-papillary renal cell carcinomas,75,
chromophobe renal cell carcinomas,614,
non-papillary renal cell carcinomas,346,
chromophobe renal cell carcinomas,404,
non-papillary renal cell carcinoma,1017,
sporadic renal cell carcinomas,66,
renal oncocytomas,704,
papillary renal cell tumours,667,
non-papillary renal cell carcinomas,456,
EMDM,643,
EDMD,793,
endometrial cancer,20,
tumours,265,
endometrial carcinoma,774,
endometrial carcinoma,806,
endometrial carcinomas,550,
hereditary nonpolyposis colorectal cancer,188,
HNPCC,232,
Norrie disease,20,
ND,69,
ND,36,
ND,917,
ND,98,
ND,156,
ND,201,
ND,515,
alveolar rhabdomyosarcoma,39,
Pediatric alveolar rhabdomyosarcoma,0,
chronic nonspherocytic hemolytic anemia,406,
DM,163,
DM,42,
DM,340,
myotonic dystrophy,21,
myotonic dystrophy,1154,
DM,657,
Huntington disease,119,
Huntington disease,24,
HD,175,
HD,503,
HD,246,
HD,92,
HD,746,
HD,1029,
HD,804,
HD,45,
sporadic aniridia,31,
aniridia,678,
aniridia,324,
aniridia,503,
familial aniridia,744,
bilateral sporadic aniridia,36,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
phenylketonuria,17,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
epilepsies,934,
autosomal dominant nocturnal frontal lobe epilepsy,364,
inherited breast / ovarian cancer,276,
breast cancer,907,
inherited breast cancer,55,
breast cancer,980,
familial breast cancer,241,
breast cancer,1178,
inherited breast cancer,378,
breast cancer,1697,
breast cancer,153,
AT,266,
AT,44,
cancer,1055,
ataxia-telangiectasia,20,
thymic lymphoma,118,
growth-retarded,515,
infertile,537,
ataxia-telangiectasia,438,
ataxia-telangiectasia,54,
C7D,1006,
C7D,1068,
C7D,199,
recurrent bacterial infections,63,
Complement C7 deficiency ( C7D,0,
lesch-nyhan syndrome,45,
Lesch-Nyhan syndrome,102,
compulsive self-injurious behavior,174,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
ataxia-telangiectasia,575,
thymomas,285,
ataxia-telangiectasia,36,
do not produce mature sperm,181,
colorectal cancer,33,
ve tumo,1018,
th stage II and stage III colorectal carcinom,821,
ike stage III canc,1422,
se tumo,908,
ith lesi,1397,
In stage II colorectal carcino,1307,
colorectal carcinoma,361,
f tumo,676,
stage II colorectal cancer,84,
colorectal cancer,220,
d stage II and III colorectal carcinoma,521,
ith stage II or stage III colorectal can,1261,
diastrophic dysplasia,69,
ACG1B,273,
h AO,1221,
DTD,473,
DTD,201,
AO2,802,
atelosteogenesis type 2,209,
AO2,520,
DTD,808,
DTD,794,
AO2,235,
diastrophic dysplasia,177,
AO-2,457,
DTD,526,
r DT,1614,
h AO,1607,
Wiskott-Aldrich syndrome,111,
WAS,313,
WAS,535,
WAS,480,
WAS,1263,
Wiskott-Aldrich syndrome ( WAS,4,
thrombocytopenia,1181,
WAS,1561,
WAS,134,
attenuated adenomatous polyposis coli,109,
colorectal cancer,73,
AAPC,1093,
FAP,296,
AAPC,589,
Familial adenomatous polyposis,0,
FAP,33,
tumour,720,
hereditary breast and ovarian cancer,4,
breast cancer,638,
renal hamartomas,186,
jaw tumor syndrome,51,
HPT-JT syndrome,216,
HPT-JT syndrome,380,
tumor,1856,
polycystic kidney disease,675,
HPT-JT,52,
renal hamartomas,1514,
renal hamartomas,1662,
jaw tumor and a parathyroid tumor,1599,
JT,580,
cancer,1033,
breast and ovarian cancer,41,
breast cancer,1264,
breast and ovarian cancer,346,
cancer,976,
breast and ovarian cancers,1473,
"breast , ovarian , or other cancers",857,
Ataxia-telangiectasia,0,
A-T,262,
A-T,1052,
ataxia-telangiectasia,65,
A-T,512,
A-T,89,
A-T,185,
breast and / or ovarian cancer,241,
male breast cancer,642,
ovarian cancer,746,
breast / ovarian cancer,872,
male breast cancer,828,
breast / ovarian cancer,362,
male breast cancer,506,
galactosemia,51,
galactosemia,72,
tumor,11,
tumor,335,
DM,658,
Myotonic dystrophy,0,
DM,139,
DM,21,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
ALPS,469,
ALPS,365,
ataxia-telangiectasia,560,
ataxia-telangiectasia,19,
type IV Ehlers-Danlos syndrome,966,
type IV Ehlers-Danlos syndrome,343,
PMD,446,
PMD,184,
Pelizaeus-Merzbacher disease,153,
breast and ovarian cancer,44,
breast cancer,337,
breast cancer,285,
breast cancer,1321,
breast and ovarian cancer,675,
breast or ovarian cancer,1193,
breast cancer,1489,
Kniest dysplasia,0,
Kniest dysplasia,0,
Kniest dysplasia,605,
alkaptonuria,69,
alkaptonuria,1626,
breast cancer,388,
tumor,772,
human cancers,185,
glioblastoma,281,
tumor,98,
prostate cancer,341,
tumor,696,
Schwartz-Jampel chondrodystrophic myotonia,17,
d SJ,1674,
mild skeletal changes,615,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
Pyle disease,1312,
SJS,202,
moderate bone dysplasia,996,
e SJ,1619,
SJS,511,
childhood kidney cancer,79,
acute myeloid leukemia,645,
juvenile granulosa cell tumour,517,
Wilms tumour,105,
WT,120,
Wilms tumours,270,
desmoplastic small round cell tumour,586,
Denys-Drash syndrome,344,
non-asbestos related mesothelioma,550,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
aniridia,7,
aniridia,165,
insulin-dependent diabetes mellitus,95,
IDDM,816,
IDDM,518,
IDDM,476,
IDDM,981,
IDDM,286,
IDDM,587,
IDDM,330,
insulin-dependent diabetes mellitus,105,
inherited C9 deficiency,383,
C9 deficiency,890,
recurrent neisseria infections,298,
C9 deficiency,549,
C9 deficiency,442,
breast cancer,69,
th breast and ovarian canc,829,
ith breast can,1446,
breast cancer,112,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic cancer,53,
pancreatic tumors,730,
pancreatic tumors,566,
pancreatic cancer,806,
pancreatic tumors,488,
pancreatic cancer,213,
tumor,357,
breast and ovarian cancer,31,
breast and / or ovarian cancer,83,
breast cancer,630,
estrogen receptor-positive breast carcinomas,1020,
breast carcinomas,137,
tumour,118,
cancer,268,
C7 deficiency,19,
C7-deficient,592,
C7 deficiency,23,
classical galactosemia,509,
galactosemia,1037,
Classical galactosemia,0,
galactosemia,1109,
classical and Duarte galactosemia,422,
galactosemia,822,
A-T,572,
A-T,499,
A-T,890,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,116,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
alveolar rhabdomyosarcoma,907,
tumour,740,
ataxia-telangiectasia,68,
DM,47,
dystrophia myotonica,24,
DM,267,
DM,927,
DM,1394,
Myotonic dystrophy,0,
Krabbe disease,120,
AO-GLD,1394,
