text,start,count
ith stage II or stage III colorectal can,1261,
nd stage III colorectal carcinom,834,
th DCC-negative tumo,1005,
th stage,821,
th stage I,1099,
colorectal cancer,220,
or stage III colorectal can,1274,
th stage III disea,1099,
colorectal carcinoma,361,
I colorectal carcinoma,538,
tumor cells,323,
anxiety-related traits,15,
anxiety-related,15,
traits,31,
polymorphism,45,
antianxiety,213,
anxiety-related,739,
anxiety-related personality traits,739,
antidepressant,194,
anxiety,99,
2,63,
dysplasia,81,
diastrophic,69,
atelosteogenesis,41,
diastrophic dysplasia,69,
type,58,
atelosteogenesis type 2,41,
DTD,473,
chondrodysplasias,332,
diastrophic,177,
ACG1B,273,
diastrophic dysplasia,177,
atelosteogenesis,209,
DTD,794,
the,303,
achondrogenesis,247,
h AO,1221,
dysplasia,29,
achondrogenesis type 1B,247,
diastrophic,17,
DTD,201,
DTD,808,
r DT,1614,
d ACG1,1722,
dysplasia,189,
AO-2,457,
DTD,526,
h AO,1607,
chondrodysplasias,108,
2,231,
AO2,802,
atelosteogenesis type 2,209,
AO2,520,
1B,268,
AO2,235,
type,263,
type,226,
Wiskott-Aldrich,111,
syndrome,127,
Wiskott-Aldrich syndrome,111,
WAS,31,
classical WAS,525,
isolated thrombocytopenia,1172,
immunodeficiency,51,
WAS,313,
X-linked immunodeficiency disease,42,
thrombocytopenia,1181,
mild forms of the disease,561,
Wiskott-Aldrich syndrome,4,
syndrome,20,
Wiskott-Aldrich syndrome ( WAS,4,
Wiskott-Aldrich,4,
unrelated,470,
WAS,480,
immunodeficiency disease,51,
extensive clinical heterogeneity,188,
WAS,1561,
WAS,535,
adenomatous polyposis,120,
attenuated adenomatous polyposis coli,109,
colorectal cancer,73,
FAP,296,
Familial adenomatous polyposis ( FAP,0,
colorectal region,176,
APC,966,
AAPC,589,
attenuated adenomatous polyposis coli,411,
adenomatous polyposis coli ( APC,222,
Familial adenomatous polyposis,0,
numerous adenomatous polyps,127,
FAP,33,
adenomatous polyps,136,
APC,328,
attenuated adenomatous polyposis coli ( AAPC,411,
adenomatous polyposis coli ( AAPC,422,
AAPC,451,
tumors,167,
sporadic tumors,333,
tumors,342,
breast,638,
tumour suppression,720,
mediating,710,
cancer,645,
breast and ovarian,402,
breast and ovarian cancer,402,
hereditary,391,
cancer,421,
dominant,10,
primary hyperparathyroidism,19,
with,81,
and,47,
Autosomal,0,
renal hamartomas,186,
renal hamartomas and cystic kidney disease,86,
Autosomal dominant primary hyperparathyroidism and jaw tumor syndrome,0,
tumor,55,
jaw tumor syndrome,51,
hyperparathyroidism,27,
primary,19,
renal,86,
renal hamartomas,86,
Autosomal dominant primary hyperparathyroidism,0,
jaw,51,
hamartomas,92,
syndrome,61,
cystic kidney disease,107,
Loss of heterozygosity,1470,
polycystic,675,
multiple endocrine neoplasia,1026,
hamartomas,1668,
renal hamartomas,1514,
adult,241,
multiple endocrine neoplasia ( MEN,1026,
HPT-JT syndrome,380,
HPT-JT,52,
lesions,426,
JT,505,
cystic,267,
adult renal hamartomas,241,
jaw tumor,1599,
loss of heterozygosity,1686,
Hereditary hyperparathyroidism-jaw tumor syndrome ( HPT-JT,0,
autosomal dominant disease,67,
HPT and JT,497,
jaw tumor and a parathyroid tumor,1599,
JT,580,
renal,420,
parathyroid tumor,1615,
HPT-JT syndrome,216,
renal lesions,420,
primary HPT,838,
HPT,846,
renal hamartomas,1662,
renal,1662,
primary,838,
HPT-JT,216,
syndrome,223,
autosomal,761,
Hereditary hyperparathyroidism-jaw tumor syndrome,0,
renal hamartomas,247,
adult renal hamartomas or cystic kidney disease,241,
MEN,1057,
polycystic kidney disease,675,
HPT-JT,380,
HPT,497,
cystic kidney disease,267,
clinical,370,
enzyme deficiency,703,
enzyme deficiency ( class III,703,
favism,379,
class,723,
clinical favism,370,
III,729,
and,353,
ovarian,1484,
breast and ovarian cancer,41,
ovarian,866,
heritable cancer,256,
cancer,365,
breast,651,
and,1480,
heritable,256,
cancers,885,
breast,1473,
cancers,1492,
ovarian,357,
etiologically,1358,
breast,1264,
significant,1372,
ovarian,52,
ovarian cancer,665,
breast,346,
breast cancer,1264,
ovarian,665,
cancer,673,
cancer,1310,
breast,857,
lesion,1384,
cancer,60,
"breast , ovarian , or other cancers",857,
polymorphism,1202,
breast,41,
and,48,
cancer,1271,
breast and ovarian cancers,1473,
predisposition,273,
Ataxia-telangiectasia,0,
"cerebellar degeneration , immunodeficiency and cancer predisposition",114,
ataxia-telangiectasia,65,
immunodeficiency,140,
cancer-prone,229,
cancer predisposition,161,
cerebellar degeneration,114,
A-T,89,
autosomal recessive disorder ataxia-telangiectasia ( A-T,36,
ataxia-telangiectasia ( A-T,65,
breast cancer,47,
breast,47,
male,42,
cancer,54,
ovarian,257,
cancer,265,
cancer,518,
or,254,
ovarian cancer,746,
male,506,
breast,37,
ovarian,371,
cancer,379,
breast,241,
ovarian,746,
cancer,654,
cancer,840,
ovarian cancer,257,
breast,833,
breast / ovarian cancer,872,
male breast cancer,828,
the inherited breast / ovarian cancer,123,
cancer,44,
breast,647,
male,828,
cancer,720,
male,32,
breast cancer,511,
inherited,127,
breast,362,
and,248,
breast,872,
breast,137,
cancer,889,
breast,511,
breast / ovarian cancer,137,
cancer,154,
male,642,
breast cancer,37,
breast and / or ovarian cancer,241,
cancer,754,
ovarian,881,
breast cancer,833,
ovarian,146,
breast cancer,647,
breast / ovarian cancer,362,
and,27,
variant,43,
Angeles,35,
and Los Angeles variant galactosemia,27,
galactosemia,51,
Los,31,
Duarte and Los Angeles variant galactosemia,20,
Duarte,20,
galactosemia,1727,
galactosemia,72,
variant,1716,
Duarte enzyme variant of galactosemia,47,
D,91,
of,1724,
LA variant of galactosemia,1713,
LA,1713,
D,87,
breast cancer,98,
cancer,105,
breast,98,
human breast cancer,92,
human,92,
cancers,652,
transformation,105,
breast,732,
normal,702,
tumors,158,
carcinomas,462,
breast cancer,817,
fibroblasts,73,
breast cancer patients,732,
metastatic tumors,147,
breast,709,
tissue,716,
human,449,
breast cancer,403,
human breast cancer,397,
metastatic,147,
cancer,739,
breast carcinomas,455,
breast,817,
cancer,410,
suppressor,341,
human breast carcinomas,449,
cancer,824,
human,811,
breast,455,
cellular,96,
breast,403,
instability,618,
intergenerational,1072,
DM,21,
somatic,1094,
DM,658,
Myotonic dystrophy ( DM,0,
instability,762,
mitotic,610,
triplet,754,
instability,1109,
instability,488,
instability,839,
and,1090,
repeat,1102,
Myotonic dystrophy,0,
autoimmune lymphoproliferative syndrome,48,
apoptosis,27,
ALPS,469,
lymphadenopathy,686,
and lymphadenopathy,682,
autoimmune lymphoproliferative syndrome,323,
ALPS,365,
Programmed cell death,0,
splenomegaly,669,
apoptosis,220,
lymphoproliferation,251,
severe autoimmune manifestations,727,
autoimmune lymphoproliferative syndrome ( ALPS,323,
autoimmune manifestations,734,
ATM,48,
ATM,510,
ATM,169,
ATM,771,
ATM,406,
ATM,914,
ataxia-telangiectasia gene,19,
shorter,811,
type,343,
life,427,
syndrome,365,
rupture,404,
adult,421,
aortic rupture,397,
aortic rupture in early adult life,397,
Ehlers-Danlos,351,
type,966,
major,919,
early,415,
blood,925,
aortic,397,
IV,971,
of,912,
vessels,931,
syndrome,988,
life,819,
much,806,
Ehlers-Danlos,974,
rupture,904,
embryogenesis,138,
fibrillogenesis,1119,
the,915,
IV Ehlers-Danlos,348,
in,412,
type IV Ehlers-Danlos syndrome,966,
rupture of the major blood vessels,904,
IV,348,
span,824,
type IV Ehlers-Danlos syndrome,343,
Pelizaeus-Merzbacher disease,102,
mental,574,
PMD,184,
dementia,628,
nystagmus,528,
Pelizaeus-Merzbacher disease,153,
disease,174,
PMD,446,
disease is progressive,668,
Pelizaeus-Merzbacher,153,
PLP-associated disease,937,
tremors,550,
X-linked spastic paraplegia,342,
SPG,372,
Pelizaeus-Merzbacher disease ( PMD,153,
personality,640,
personality disorders,640,
mental retardation,574,
breast,44,
and ovarian cancer,51,
breast and ovarian cancer,44,
breast cancer,337,
breast cancer,43,
young onset breast cancer and ovarian cancer,31,
highly penetrant mutations,101,
mutations,188,
breast cancer and ovarian cancer,43,
ovarian cancer,61,
breast and ovarian cancer,675,
breast cancer,1489,
Kniest,0,
Kniest dysplasia,0,
dysplasia,7,
severely handicapped with short stature,226,
chondrodysplasia,29,
Kniest dysplasia,605,
dysplasia,7,
restricted joint mobility,268,
Kniest dysplasia,0,
blindness,300,
severely handicapped,226,
short stature,252,
stature,258,
Kniest,0,
joint,279,
short,252,
Kniest,605,
mobility,285,
dysplasia,612,
restricted,268,
alkaptonuria,69,
human alkaptonuria,1457,
Aspergillus,897,
alkaptonuria,1626,
human brain,62,
and,83,
cancer,96,
prostate cancer,87,
breast,75,
"breast, and prostate cancer",75,
prostate,87,
brain,68,
"brain, breast, and prostate cancer",68,
human,185,
cancer,395,
human cancers,185,
primary glioblastomas,453,
cancer,350,
prostate,341,
breast,388,
glioblastomas,461,
cancers,191,
Schwartz-Jampel chondrodystrophic myotonia,17,
chondrodystrophic myotonia,33,
primary bone dysplasia,734,
d SJ,1674,
which may be secondary consequences of myotonia,637,
bone dysplasia,1286,
chondrodystrophic myotonia,37,
increased mortality,1262,
resembling Kniest dysplasia,1194,
bone dysplasia resembling Pyle disease,1286,
SJS,942,
age of manifestation,825,
mild skeletal changes,615,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
SJS,1384,
Pyle disease,1312,
increased mortality and bone dysplasia,1262,
"myotonia , short stature , and bone dysplasia",130,
clinical course,848,
