text,start,count
C7D,1006,
C7D,1068,
lesch-nyhan syndrome,45,
Lesch-Nyhan syndrome,102,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
ataxia-telangiectasia,36,
thymomas,285,
colorectal cancer,33,
stage II colorectal cancer,84,
colorectal cancer,220,
colorectal carcinoma,361,
diastrophic dysplasia,69,
diastrophic dysplasia,177,
DTD,201,
atelosteogenesis type 2,209,
AO2,235,
ACG1B,273,
AO-2,457,
DTD,473,
AO2,520,
DTD,526,
AO2,802,
DTD,808,
Wiskott-Aldrich syndrome,111,
WAS,313,
Familial adenomatous polyposis,0,
FAP,33,
colorectal cancer,73,
FAP,296,
AAPC,589,
renal hamartomas,186,
HPT-JT,52,
HPT-JT syndrome,216,
HPT-JT syndrome,380,
JT,580,
polycystic kidney disease,675,
renal hamartomas,1514,
breast cancer,1264,
Ataxia-telangiectasia,0,
ataxia-telangiectasia,65,
A-T,89,
ovarian cancer,746,
male breast cancer,828,
Myotonic dystrophy,0,
DM,21,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
ALPS,365,
ALPS,469,
type IV Ehlers-Danlos syndrome,343,
type IV Ehlers-Danlos syndrome,966,
Pelizaeus-Merzbacher disease,153,
PMD,184,
PMD,446,
breast cancer,337,
breast cancer,1489,
Kniest dysplasia,0,
Kniest dysplasia,0,
Kniest dysplasia,605,
alkaptonuria,69,
alkaptonuria,1626,
Schwartz-Jampel chondrodystrophic myotonia,17,
SJS,202,
Pyle disease,1312,
Wilms tumour,105,
WT,120,
Denys-Drash syndrome,344,
juvenile granulosa cell tumour,517,
non-asbestos related mesothelioma,550,
desmoplastic small round cell tumour,586,
acute myeloid leukemia,645,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
aniridia,165,
insulin-dependent diabetes mellitus,95,
IDDM,286,
IDDM,330,
IDDM,476,
IDDM,518,
IDDM,587,
inherited C9 deficiency,383,
C9 deficiency,442,
C9 deficiency,890,
breast cancer,69,
breast cancer,112,
pancreatic cancer,53,
pancreatic cancer,213,
pancreatic tumors,488,
pancreatic tumors,566,
pancreatic tumors,730,
pancreatic cancer,806,
breast carcinomas,137,
breast cancer,630,
estrogen receptor-positive breast carcinomas,1020,
C7 deficiency,19,
C7 deficiency,23,
Classical galactosemia,0,
classical galactosemia,509,
galactosemia,1037,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,116,
alveolar rhabdomyosarcoma,907,
ataxia-telangiectasia,68,
Myotonic dystrophy,0,
dystrophia myotonica,24,
DM,47,
Krabbe disease,120,
