text,start,count
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic cancer,53,
tumor,357,
pancreatic tumors,566,
pancreatic tumors,730,
pancreatic cancer,806,
tumors,609,
pancreatic cancer,213,
cancers,848,
cancer,268,
breast cancer,630,
galactosemia,1037,
classical galactosemia,509,
Classical galactosemia,0,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,907,
tumours,1428,
DM,47,
DM,267,
dystrophia myotonica,24,
DM,927,
