text,start,count
disease,113,
fish-eye disease,104,
fish-eye,104,
disease,344,
h FE,1061,
fish-eye,335,
fish-eye disease,335,
FED,354,
FED,625,
ataxia-telangiectasia,48,
A-T,60,
A-T,414,
A-T,948,
cerebellar ataxia,765,
ataxia-telangiectasia,36,
A-T,195,
A-T,1040,
non-papillary renal cell carcinomas,75,
chromophobe renal cell carcinomas,614,
non-papillary renal cell carcinomas,346,
chromophobe renal cell carcinomas,404,
non-papillary renal cell carcinoma,1017,
sporadic renal cell carcinomas,66,
renal oncocytomas,704,
parenchymal tumours,112,
non-papillary renal cell carcinomas,456,
papillary renal cell tumours,667,
Emery-Dreifuss muscular dystrophy,4,
EMDM,643,
Emery-Dreifuss muscular dystrophy,607,
EDMD,793,
Emery-Dreifuss muscular dystrophy ( EMDM,607,
endometrial cancer,20,
tumours,265,
colorectal,212,
endometrial carcinoma,806,
endometrial carcinoma,774,
endometrial carcinomas,550,
hereditary nonpolyposis colorectal cancer,188,
HNPCC,232,
Norrie disease,20,
ND,69,
ND,36,
Norrie disease (ND,20,
ND,917,
ND,98,
Norrie disease ( ND,81,
Norrie disease,81,
ND,156,
ND,201,
ND,515,
alveolar rhabdomyosarcoma,39,
Pediatric alveolar rhabdomyosarcoma,0,
G6PD deficiency,514,
chronic nonspherocytic hemolytic anemia,406,
G6PD-normal,950,
severe G6PD deficiency,1212,
myotonic dystrophy,81,
DM,163,
DM,42,
DM,340,
myotonic dystrophy,21,
myotonic dystrophy,1154,
DM,657,
lipomas,1784,
Huntington disease,119,
Huntington disease,24,
HD,175,
HD,503,
HD,246,
HD,92,
HD,746,
HD,1029,
HD,804,
HD,45,
sporadic aniridia,31,
aniridia,678,
aniridia,324,
aniridia,503,
familial aniridia,744,
bilateral sporadic aniridia,36,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
G6PD,21,
phenylketonuria,17,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
epilepsy,232,
autosomal dominant nocturnal frontal lobe epilepsy,190,
epilepsies,934,
benign familial neonatal convulsions,151,
autosomal,190,
autosomal dominant nocturnal frontal lobe epilepsy,364,
inherited breast / ovarian cancer,276,
breast cancer,907,
inherited breast cancer,55,
hereditary breast cancer,1686,
breast cancer,980,
breast cancer,1697,
breast cancer,1178,
inherited breast cancer,378,
familial breast cancer,241,
breast cancer,153,
AT,1070,
AT,266,
AT,44,
cancer,1055,
ataxia-telangiectasia,20,
chromosomal fragmentation during meiosis,56,
retardation,43,
growth,36,
thymic lymphoma,118,
infertility,553,
ataxia-telangiectasia,438,
ataxia-telangiectasia,54,
infertile,537,
growth-retarded,515,
tumor,1422,
cardiac and muscle symptoms,1105,
VLCAD deficiency,1170,
VLCAD deficiency,1296,
complement C7 deficiency,23,
C7D,199,
recurrent bacterial infections,63,
infections,83,
C7D,1068,
bacterial,73,
C7D,1006,
Neisseria meningitidis,128,
Complement C7 deficiency,0,
Complement C7 deficiency ( C7D,0,
C7D,27,
lesch-nyhan syndrome,45,
self-injurious behavior,928,
compulsive self-injurious behavior,174,
HPRT-deficient,440,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
HPRT-deficient,211,
APRT deficiency,878,
APRT-HPRT-deficient,979,
Lesch-Nyhan syndrome,102,
colorectal cancers,410,
pancreatic cancers,312,
of colorectal canc,956,
y colorectal cance,533,
colorectal cancers,90,
in colorectal canc,1037,
ataxia-telangiectasia,23,
severe defects in T cell maturation,223,
ataxia-telangiectasia,575,
thymomas,285,
ataxia-telangiectasia,36,
retarded in growth,160,
do not produce mature sperm,181,
colorectal cancer,33,
ve tumo,1018,
th stage II and stage III colorectal carcinom,821,
ike stage III canc,1422,
se tumo,908,
ith lesi,1397,
In stage II colorectal carcino,1307,
th DCC-negative tumo,1005,
colorectal carcinoma,361,
f tumo,676,
th stage II disea,885,
I colorectal carcinoma,538,
stage II colorectal cancer,84,
colorectal cancer,220,
tumor,323,
d stage II and III colorectal carcinoma,521,
ith stage II or stage III colorectal can,1261,
anxiety-related,15,
atelosteogenesis type 2,41,
diastrophic,69,
diastrophic dysplasia,69,
DTD,473,
chondrodysplasias,332,
diastrophic,177,
diastrophic dysplasia,177,
atelosteogenesis,209,
DTD,794,
achondrogenesis,247,
h AO,1221,
achondrogenesis type 1B,247,
DTD,201,
1B,268,
r DT,1614,
ACG1B,273,
AO-2,457,
DTD,526,
h AO,1607,
AO2,802,
atelosteogenesis type 2,209,
AO2,520,
DTD,808,
AO2,235,
diastrophic dysplasia,17,
type,263,
Wiskott-Aldrich syndrome,111,
WAS,31,
WAS,313,
WAS,535,
thrombocytopenia,1181,
WAS,1263,
Wiskott-Aldrich syndrome ( WAS,4,
WAS,480,
extensive clinical heterogeneity,188,
WAS,1561,
WAS,134,
attenuated adenomatous polyposis coli,109,
APC,874,
colorectal cancer,73,
AAPC,1093,
FAP,296,
Familial adenomatous polyposis ( FAP,0,
APC,966,
AAPC,589,
attenuated adenomatous polyposis coli,411,
Familial adenomatous polyposis,0,
FAP,33,
AAPC,451,
sporadic tumors,333,
breast-ovarian cancer,75,
tumor,229,
tumour,720,
hereditary breast and ovarian cancer,4,
breast cancer,638,
hereditary breast and ovarian cancer,391,
breast and ovarian cancer,402,
Autosomal,0,
renal hamartomas,86,
hyperparathyroidism,27,
renal hamartomas,186,
renal hamartomas and cystic kidney disease,86,
jaw tumor syndrome,51,
Autosomal dominant primary hyperparathyroidism,0,
jaw,51,
hamartomas,92,
JT,505,
primary HPT,838,
HPT-JT,52,
adult renal hamartomas,241,
Hereditary hyperparathyroidism-jaw tumor syndrome,0,
HPT-JT syndrome,380,
Hereditary hyperparathyroidism-jaw tumor syndrome ( HPT-JT,0,
HPT-JT syndrome,216,
adult renal hamartomas or cystic kidney disease,241,
tumor,1856,
polycystic kidney disease,675,
HPT and JT,497,
renal hamartomas,1514,
HPT,846,
JT,580,
renal hamartomas,1662,
jaw tumor and a parathyroid tumor,1599,
HPT,497,
G6PD deficient,327,
ovarian cancer,665,
cancer,1033,
breast and ovarian cancer,41,
heritable cancer,256,
breast cancer,1264,
breast,1473,
breast and ovarian cancer,346,
cancer,266,
cancer,976,
breast,41,
breast,651,
"breast , ovarian , or other cancers",857,
breast and ovarian cancers,1473,
Ataxia-telangiectasia,0,
A-T,262,
A-T,1052,
ataxia-telangiectasia,65,
A-T,512,
A-T,89,
A-T,185,
male breast cancer,42,
breast and / or ovarian cancer,241,
male breast cancer,642,
male breast cancer,32,
ovarian cancer,746,
male breast cancer,828,
breast / ovarian cancer,872,
inherited breast / ovarian cancer,127,
breast,241,
breast / ovarian cancer,362,
male breast cancer,506,
galactosemia,51,
Duarte,20,
Duarte enzyme variant of galactosemia,47,
galactosemia,72,
breast cancer,98,
tumor,11,
tumors,158,
breast cancer,817,
tumor,335,
fibroblasts,73,
breast,732,
breast cancer,732,
cancer,739,
cancer,824,
breast carcinomas,455,
carcinomas,462,
breast,817,
breast,455,
breast cancer,403,
metastatic,147,
DM,658,
Myotonic dystrophy,0,
DM,139,
DM,21,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
severe autoimmune manifestations,727,
ALPS,469,
ALPS,365,
ataxia-telangiectasia,4,
ATM,48,
ATM,510,
ATM,169,
ATM,771,
ATM,406,
ataxia-telangiectasia,560,
ATM,914,
ataxia-telangiectasia,19,
type IV Ehlers-Danlos syndrome,966,
type,966,
type IV Ehlers-Danlos syndrome,343,
Pelizaeus-Merzbacher disease,102,
SPG,372,
PMD,446,
PMD,184,
X-linked spastic paraplegia,342,
Pelizaeus-Merzbacher disease,153,
breast and ovarian cancer,44,
breast cancer,337,
breast cancer,43,
breast cancer,285,
young onset breast cancer and ovarian cancer,31,
breast cancer,1321,
ovarian cancer,61,
breast and ovarian cancer,675,
breast or ovarian cancer,1193,
breast cancer,1489,
Kniest dysplasia,0,
Kniest,0,
Kniest dysplasia,0,
Kniest dysplasia,605,
alkaptonuria,69,
alkaptonuria,1463,
alkaptonuria,1626,
breast,75,
brain,68,
"brain, breast, and prostate cancer",68,
breast cancer,388,
tumor,772,
human cancers,185,
glioblastoma,281,
tumor,98,
prostate cancer,341,
glioblastomas,461,
tumor,696,
Schwartz-Jampel chondrodystrophic myotonia,17,
primary bone dysplasia,734,
d SJ,1674,
SJS,942,
mild skeletal changes,615,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
SJS,1384,
Pyle disease,1312,
Kniest dysplasia,1205,
SJS,202,
moderate bone dysplasia,996,
primary bone dysplasia with myotonia,734,
e SJ,1619,
SJS,511,
bone changes,879,
childhood kidney cancer,79,
acute myeloid leukemia,645,
juvenile granulosa cell tumour,517,
WT,423,
Wilms tumour,105,
WT,120,
Wilms tumours,270,
desmoplastic small round cell tumour,586,
Denys-Drash syndrome,344,
non-asbestos related mesothelioma,550,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
simple,48,
aniridia,7,
aniridia,165,
insulin-dependent diabetes mellitus,95,
IDDM,816,
IDDM,518,
IDDM,476,
IDDM,981,
IDDM,286,
IDDM,587,
IDDM,330,
insulin-dependent diabetes mellitus,105,
C9 deficiency,442,
neisseria infections,308,
inherited C9 deficiency,383,
C9 deficiency,890,
recurrent neisseria infections,298,
C9 deficiency,549,
breast cancer,69,
th breast and ovarian canc,829,
ith breast can,1446,
breast cancer,112,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic cancer,53,
tumor,357,
pancreatic tumors,566,
pancreatic cancer,806,
pancreatic tumors,488,
pancreatic cancer,213,
tumors,188,
pancreatic tumors,730,
C9 deficiency,37,
mismatched kidney allografts,40,
breast and ovarian cancer,31,
breast and / or ovarian cancer,83,
breast cancer,630,
estrogen receptor-positive breast carcinomas,1020,
breast carcinomas,137,
tumour,118,
cancer,268,
C7 deficiency,19,
deficiency,22,
C7,19,
C7,23,
C7-deficient,592,
C7 deficiency,23,
classical,27,
Duarte galactosemia,41,
classical galactosemia,509,
classical,422,
galactosemia,1037,
Classical galactosemia,0,
galactosemia,1109,
classical and Duarte galactosemia,422,
classical galactosemia,696,
galactosemia,822,
A-T,572,
A-T,499,
A-T,890,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,116,
rhabdomyosarcoma,125,
alveolar,116,
hematopoietic and solid tumors,41,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
alveolar rhabdomyosarcoma,907,
acute radiation toxicity,94,
cancer-associated,41,
tumorigenesis,862,
Li-Fraumeni syndrome,94,
ataxia-telangiectasia and Li-Fraumeni syndrome,68,
ataxia-telangiectasia,68,
acute radiation toxicity,1264,
T-cell lymphomas,395,
tumour,740,
myotonic dystrophy,38,
DM,47,
dystrophia myotonica,24,
DM,267,
adult neuromuscular disease,397,
DM,927,
DM,1394,
Myotonic dystrophy,0,
RCC- and von Hippel-Lindau disease-associated tumors,330,
RCCs,228,
von Hippel-Lindau tumor,4,
RCC,129,
leukodystrophy,25,
Krabbe disease,41,
Adult onset globoid cell leukodystrophy,0,
disease,48,
Krabbe,41,
GLD,1709,
diminished GALC activity in their leukocytes,461,
Krabbe disease,120,
AO-GLD,137,
AO-GLD,1394,
