text,start,count
Complement C7 deficiency ( C7D,0,
meningitis,107,
compulsive self-injurious behavior,174,
ataxia-telangiectasia,575,
do not produce mature sperm,181,
ve tumo,1018,
th stage II and stage III colorectal carcinom,821,
ike stage III canc,1422,
se tumo,908,
ith lesi,1397,
In stage II colorectal carcino,1307,
f tumo,676,
d stage II and III colorectal carcinoma,521,
ith stage II or stage III colorectal can,1261,
anxiety,99,
chondrodysplasias,108,
r DT,1614,
h AO,1221,
DTD,794,
h AO,1607,
WAS,535,
WAS,480,
WAS,1263,
Wiskott-Aldrich syndrome ( WAS,4,
thrombocytopenia,1181,
WAS,1561,
WAS,134,
attenuated adenomatous polyposis coli,109,
adenomatous polyps,136,
AAPC,1093,
tumour,720,
hereditary breast and ovarian cancer,4,
breast cancer,638,
jaw tumor syndrome,51,
cystic kidney disease,107,
tumor,1856,
renal hamartomas,1662,
cystic kidney disease,267,
jaw tumor and a parathyroid tumor,1599,
renal lesions,420,
cancer,1033,
breast and ovarian cancer,41,
breast and ovarian cancer,346,
cancer,1310,
cancer,976,
breast and ovarian cancers,1473,
"breast , ovarian , or other cancers",857,
A-T,262,
A-T,1052,
cancer predisposition,161,
A-T,512,
immunodeficiency,140,
A-T,185,
cerebellar degeneration,114,
breast and / or ovarian cancer,241,
male breast cancer,642,
male breast cancer,506,
breast / ovarian cancer,872,
breast / ovarian cancer,362,
cancer,720,
galactosemia,51,
galactosemia,72,
tumor,11,
metastatic tumors,147,
tumor,335,
DM,658,
DM,139,
splenomegaly,669,
lymphadenopathy,686,
ataxia-telangiectasia,560,
ataxia-telangiectasia,19,
tremors,550,
mental retardation,574,
dementia,628,
nystagmus,528,
personality disorders,640,
breast and ovarian cancer,44,
breast cancer,285,
breast or ovarian cancer,1193,
breast cancer,1321,
breast and ovarian cancer,675,
short stature,252,
chondrodysplasia,29,
restricted joint mobility,268,
blindness,300,
breast cancer,388,
tumor,772,
human cancers,185,
glioblastoma,281,
tumor,98,
prostate cancer,341,
tumor,696,
myotonia,676,
d SJ,1674,
e SJ,1619,
short stature,141,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
mild skeletal changes,615,
moderate bone dysplasia,996,
myotonia,130,
bone dysplasia,161,
SJS,511,
predisposition to WT,405,
childhood kidney cancer,79,
renal nephropathy,367,
gonadal anomaly,387,
Wilms tumours,270,
aniridia,7,
IDDM,816,
IDDM,981,
insulin-dependent diabetes mellitus,105,
recurrent neisseria infections,298,
C9 deficiency,549,
th breast and ovarian canc,829,
ith breast can,1446,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
tumor,357,
tumors,609,
cancers,848,
breast and ovarian cancer,31,
breast and / or ovarian cancer,83,
tumour,118,
cancer,578,
tumours,866,
cancer,268,
C7-deficient,592,
galactosemia,1109,
galactosemia,822,
classical and Duarte galactosemia,422,
A-T,572,
A-T,890,
A-T,499,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
tumour,740,
tumours,1428,
DM,927,
DM,1394,
DM,267,
AO-GLD,1394,
