text,start,count
Huntington disease,119,
Huntington disease,24,
HD,45,
HD,92,
HD,175,
HD,503,
HD,804,
HD,1029,
sporadic aniridia,31,
bilateral sporadic aniridia,36,
aniridia,324,
aniridia,503,
aniridia,678,
familial aniridia,744,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
inherited breast cancer,55,
breast cancer,153,
familial breast cancer,241,
inherited breast / ovarian cancer,276,
inherited breast cancer,378,
breast cancer,907,
breast cancer,1178,
ataxia-telangiectasia,20,
AT,44,
immune defects,98,
thymic lymphoma,118,
ataxia-telangiectasia,54,
meningitis,107,
C7D,199,
C7D,1006,
C7D,1068,
lesch-nyhan syndrome,45,
Lesch-Nyhan syndrome,102,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
ataxia-telangiectasia,36,
ataxia-telangiectasia,575,
colorectal cancer,33,
stage II colorectal cancer,84,
colorectal carcinoma,361,
anxiety,99,
diastrophic dysplasia,69,
chondrodysplasias,108,
diastrophic dysplasia,177,
DTD,201,
AO2,235,
DTD,473,
DTD,526,
DTD,808,
WAS,134,
WAS,313,
colorectal cancer,73,
FAP,296,
AAPC,589,
hereditary breast and ovarian cancer,4,
breast cancer,638,
tumour,720,
HPT-JT syndrome,216,
HPT-JT syndrome,380,
renal lesions,420,
polycystic kidney disease,675,
renal hamartomas,1514,
breast and ovarian cancer,41,
cancer,976,
cancer,1033,
cancer,1310,
breast and ovarian cancers,1473,
Ataxia-telangiectasia,0,
A-T,185,
breast / ovarian cancer,362,
cancer,720,
ovarian cancer,746,
breast / ovarian cancer,872,
tumor,11,
tumor,335,
Myotonic dystrophy,0,
DM,21,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
ALPS,365,
ALPS,469,
splenomegaly,669,
lymphadenopathy,686,
ataxia-telangiectasia,560,
PMD,184,
PMD,446,
tremors,550,
mental retardation,574,
dementia,628,
personality disorders,640,
breast and ovarian cancer,44,
breast cancer,285,
breast cancer,337,
breast and ovarian cancer,675,
breast or ovarian cancer,1193,
breast cancer,1321,
breast cancer,1489,
Kniest dysplasia,0,
Kniest dysplasia,0,
restricted joint mobility,268,
blindness,300,
alkaptonuria,1626,
prostate cancer,341,
breast cancer,388,
tumor,696,
tumor,772,
WT,120,
Denys-Drash syndrome,344,
renal nephropathy,367,
gonadal anomaly,387,
non-asbestos related mesothelioma,550,
desmoplastic small round cell tumour,586,
acute myeloid leukemia,645,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
aniridia,7,
aniridia,165,
insulin-dependent diabetes mellitus,95,
breast cancer,69,
breast cancer,112,
pancreatic cancer,53,
pancreatic cancer,213,
pancreatic tumors,566,
tumors,609,
pancreatic tumors,730,
pancreatic cancer,806,
cancers,848,
breast cancer,630,
Classical galactosemia,0,
classical galactosemia,509,
galactosemia,1037,
ataxia-telangiectasia,45,
A-T,69,
A-T,499,
A-T,572,
A-T,890,
alveolar rhabdomyosarcoma,907,
tumours,1428,
dystrophia myotonica,24,
DM,47,
