text,start,count
tumours,265,
colorectal,212,
sporadic tumours,256,
endometrial carcinoma,774,
endometrial carcinomas,550,
tumours,1528,
tumours,11,
Norrie disease,20,
ND,36,
Norrie disease (ND,20,
ND,98,
Norrie disease ( ND,81,
Norrie disease,81,
alveolar rhabdomyosarcoma,39,
Pediatric alveolar rhabdomyosarcoma,0,
enzyme deficiency,154,
G6PD deficiency,514,
chronic nonspherocytic hemolytic anemia,406,
G6PD-normal,950,
severe G6PD deficiency,1212,
lipomas,32,
lipomas,1784,
HD,804,
Huntington disease,24,
HD,175,
HD,45,
HD,1029,
sporadic aniridia,31,
aniridia,678,
aniridia,324,
aniridia,503,
bilateral sporadic aniridia,36,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
G6PD,21,
phenylketonuria,17,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
epilepsy,232,
autosomal dominant nocturnal frontal lobe epilepsy,190,
epilepsies,934,
benign familial neonatal convulsions,151,
idiopathic epilepsies,923,
autosomal,190,
autosomal dominant nocturnal frontal lobe epilepsy,364,
inherited breast / ovarian cancer,276,
breast cancer,907,
inherited breast cancer,55,
hereditary breast cancer,1686,
breast cancer,980,
breast cancer,1697,
breast cancer,1178,
familial breast cancer,241,
breast cancer,153,
AT,266,
growth,36,
thymic lymphoma,118,
chromosomal fragmentation during meiosis,56,
immune defects,98,
growth retardation,36,
retardation,43,
growth-retarded,515,
infertile,537,
infertility,553,
ataxia-telangiectasia,54,
ataxia-telangiectasia,438,
cardiac and muscle symptoms,1105,
VLCAD deficiency,1170,
VLCAD deficiency,1296,
complement C7 deficiency,23,
C7D,199,
meningitis,107,
recurrent bacterial infections,63,
bacterial,73,
C7D,1068,
infections,83,
C7D,1006,
Neisseria meningitidis,128,
Complement C7 deficiency,0,
Complement C7 deficiency ( C7D,0,
C7D,27,
lesch-nyhan syndrome,45,
self-injurious behavior,928,
compulsive self-injurious behavior,174,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
Lesch-Nyhan syndrome,102,
APRT deficiency,878,
colorectal cancers,410,
pancreatic cancers,312,
of colorectal canc,956,
y colorectal cance,533,
colorectal cancers,90,
in colorectal canc,1037,
severe defects in T cell maturation,223,
retarded in growth,160,
thymomas,285,
ataxia-telangiectasia,36,
do not produce mature sperm,181,
colorectal cancer,33,
ve tumo,1018,
th stage II and stage III colorectal carcinom,821,
ike stage III canc,1422,
se tumo,908,
ith lesi,1397,
In stage II colorectal carcino,1307,
th DCC-negative tumo,1005,
colorectal carcinoma,361,
f tumo,676,
th stage II disea,885,
I colorectal carcinoma,538,
stage II colorectal cancer,84,
colorectal cancer,220,
d stage II and III colorectal carcinoma,521,
ith stage II or stage III colorectal can,1261,
anxiety-related traits,15,
anxiety-related,15,
anxiety,99,
anxiety-related personality traits,739,
atelosteogenesis type 2,41,
diastrophic,69,
diastrophic dysplasia,69,
DTD,473,
chondrodysplasias,332,
diastrophic,177,
diastrophic dysplasia,177,
atelosteogenesis,209,
DTD,794,
achondrogenesis,247,
h AO,1221,
achondrogenesis type 1B,247,
DTD,201,
1B,268,
r DT,1614,
ACG1B,273,
AO-2,457,
DTD,526,
h AO,1607,
chondrodysplasias,108,
AO2,802,
atelosteogenesis type 2,209,
AO2,520,
DTD,808,
AO2,235,
type,263,
Wiskott-Aldrich syndrome,111,
WAS,31,
WAS,313,
WAS,535,
WAS,480,
Wiskott-Aldrich syndrome ( WAS,4,
thrombocytopenia,1181,
extensive clinical heterogeneity,188,
WAS,1561,
attenuated adenomatous polyposis coli,109,
colorectal cancer,73,
FAP,296,
Familial adenomatous polyposis ( FAP,0,
APC,966,
AAPC,589,
attenuated adenomatous polyposis coli,411,
Familial adenomatous polyposis,0,
FAP,33,
adenomatous polyps,136,
AAPC,451,
tumors,167,
sporadic tumors,333,
tumors,342,
breast and ovarian cancer,402,
Autosomal,0,
renal hamartomas,86,
hyperparathyroidism,27,
renal hamartomas,186,
renal hamartomas and cystic kidney disease,86,
jaw tumor syndrome,51,
Autosomal dominant primary hyperparathyroidism,0,
jaw,51,
hamartomas,92,
cystic kidney disease,107,
JT,505,
primary HPT,838,
HPT-JT,52,
adult renal hamartomas,241,
Hereditary hyperparathyroidism-jaw tumor syndrome,0,
cystic kidney disease,267,
HPT-JT syndrome,380,
renal lesions,420,
Hereditary hyperparathyroidism-jaw tumor syndrome ( HPT-JT,0,
HPT-JT syndrome,216,
adult renal hamartomas or cystic kidney disease,241,
polycystic kidney disease,675,
HPT and JT,497,
renal hamartomas,1514,
HPT,846,
JT,580,
renal hamartomas,1662,
jaw tumor and a parathyroid tumor,1599,
HPT,497,
ovarian cancer,665,
breast and ovarian cancer,41,
heritable cancer,256,
breast cancer,1264,
breast,1473,
"breast , ovarian , or other cancers",857,
breast and ovarian cancers,1473,
cancer,1310,
breast,41,
breast,651,
Ataxia-telangiectasia,0,
ataxia-telangiectasia,65,
immunodeficiency,140,
cancer-prone,229,
cancer predisposition,161,
A-T,89,
cerebellar degeneration,114,
breast and / or ovarian cancer,241,
ovarian cancer,746,
breast / ovarian cancer,872,
male breast cancer,828,
breast,241,
breast / ovarian cancer,362,
cancer,720,
galactosemia,51,
Duarte,20,
Duarte enzyme variant of galactosemia,47,
galactosemia,72,
breast cancer,98,
tumors,158,
breast cancer,817,
metastatic,147,
fibroblasts,73,
breast,732,
cancer,739,
cancers,652,
metastatic tumors,147,
cancer,824,
breast carcinomas,455,
carcinomas,462,
breast,817,
breast,455,
breast cancer,403,
DM,658,
Myotonic dystrophy,0,
DM,21,
autoimmune lymphoproliferative syndrome,48,
ALPS,469,
lymphadenopathy,686,
autoimmune lymphoproliferative syndrome,323,
ALPS,365,
splenomegaly,669,
severe autoimmune manifestations,727,
autoimmune manifestations,734,
ATM,48,
ATM,510,
ATM,169,
ATM,771,
ATM,406,
ATM,914,
type IV Ehlers-Danlos syndrome,966,
type,966,
type IV Ehlers-Danlos syndrome,343,
Pelizaeus-Merzbacher disease,102,
dementia,628,
nystagmus,528,
Pelizaeus-Merzbacher disease,153,
PMD,446,
PLP-associated disease,937,
X-linked spastic paraplegia,342,
SPG,372,
PMD,184,
tremors,550,
personality disorders,640,
mental retardation,574,
breast and ovarian cancer,44,
breast cancer,1489,
breast cancer,43,
young onset breast cancer and ovarian cancer,31,
ovarian cancer,61,
breast and ovarian cancer,675,
breast cancer,337,
Kniest dysplasia,0,
Kniest dysplasia,605,
restricted joint mobility,268,
Kniest dysplasia,0,
blindness,300,
short stature,252,
Kniest,0,
chondrodysplasia,29,
alkaptonuria,69,
alkaptonuria,1626,
breast,75,
brain,68,
"brain, breast, and prostate cancer",68,
human cancers,185,
cancers,191,
glioblastomas,461,
Schwartz-Jampel chondrodystrophic myotonia,17,
myotonia,676,
d SJ,1674,
SJS,942,
e SJ,1619,
mild skeletal changes,615,
Schwartz-Jampel syndrome ( SJS ; chondrodystrophic myotonia,4,
SJS,1384,
bone dysplasia,1286,
Pyle disease,1312,
Kniest dysplasia,1205,
SJS,202,
moderate bone dysplasia,996,
primary bone dysplasia with myotonia,734,
primary bone dysplasia,734,
bone dysplasia,161,
short stature,141,
myotonia,762,
myotonia,130,
bone changes,879,
predisposition to WT,405,
childhood kidney cancer,79,
acute myeloid leukemia,645,
renal nephropathy,367,
juvenile granulosa cell tumour,517,
WT,423,
Wilms tumour,105,
WT,120,
gonadal anomaly,387,
Wilms tumours,270,
desmoplastic small round cell tumour,586,
Denys-Drash syndrome,344,
non-asbestos related mesothelioma,550,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
simple,48,
aniridia,165,
insulin-dependent diabetes mellitus,95,
IDDM,816,
IDDM,518,
IDDM,476,
IDDM,981,
IDDM,286,
IDDM,587,
IDDM,330,
C9 deficiency,442,
neisseria infections,308,
inherited C9 deficiency,383,
C9 deficiency,890,
recurrent neisseria infections,298,
C9 deficiency,549,
breast cancer,69,
th breast and ovarian canc,829,
ith breast can,1446,
breast cancer,112,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic cancer,53,
tumor,357,
solid tumors,182,
pancreatic tumors,566,
pancreatic tumors,730,
pancreatic cancer,806,
pancreatic tumors,488,
tumors,609,
pancreatic cancer,213,
tumors,188,
cancers,848,
C9 deficiency,37,
mismatched kidney allografts,40,
breast and / or ovarian cancer,83,
breast cancer,630,
estrogen receptor-positive breast carcinomas,1020,
breast carcinomas,137,
cancer,578,
tumours,866,
cancer,268,
C7 deficiency,19,
deficiency,22,
C7,19,
C7,23,
C7 deficiency,23,
classical,27,
Duarte galactosemia,41,
classical galactosemia,509,
classical,422,
galactosemia,1037,
Classical galactosemia,0,
classical and Duarte galactosemia,422,
classical galactosemia,696,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,116,
rhabdomyosarcoma,125,
alveolar,116,
hematopoietic and solid tumors,41,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
alveolar rhabdomyosarcoma,907,
acute radiation toxicity,94,
cancer-associated,41,
tumorigenesis,862,
Li-Fraumeni syndrome,94,
ataxia-telangiectasia and Li-Fraumeni syndrome,68,
ataxia-telangiectasia,68,
acute radiation toxicity,1264,
T-cell lymphomas,395,
tumours,1428,
DM,47,
dystrophia myotonica,24,
DM,267,
adult neuromuscular disease,397,
DM,927,
DM,1394,
Myotonic dystrophy,0,
RCC- and von Hippel-Lindau disease-associated tumors,330,
RCCs,228,
RCC,129,
leukodystrophy,25,
Krabbe disease,41,
Adult onset globoid cell leukodystrophy,0,
disease,48,
Krabbe,41,
GLD,1709,
diminished GALC activity in their leukocytes,461,
Krabbe disease,120,
AO-GLD,137,
