text,start,count
Wiskott-Aldrich syndrome,0,
Wiskott-Aldrich syndrome,4,
Aniridia,0,
iris hypoplasia,167,
developmental abnormalities of the eye,587,
galactosemia,366,
galactosemia,1502,
Huntington disease,66,
HD,87,
HD,327,
HD,610,
Prader-Willi syndrome,69,
Prader-Willi syndrome,106,
PWS,130,
PWS,172,
PWS,459,
PWS,529,
von Hippel-Lindau ( VHL ) disease,4,
VHL,159,
"retinal , cerebellar and spinal haemangioblastomas",211,
renal cell carcinoma,264,
phaeochromocytoma,289,
VHL,351,
haemangioblastoma,409,
VHL,678,
VHL,1451,
VHL,1551,
VHL,1630,
hereditary breast cancer,25,
breast cancer,31,
hereditary breast cancer,185,
hereditary breast cancer,330,
hereditary breast cancers,413,
hereditary breast or ovarian cancer,515,
breast cancer,618,
breast or ovarian cancer,717,
hereditary cancer,909,
hereditary breast cancer,1361,
hereditary breast cancer,1521,
fish-eye disease,104,
fish-eye disease,335,
FED,354,
ataxia-telangiectasia,48,
ataxia-telangiectasia,36,
A-T,60,
A-T,195,
A-T,414,
cerebellar ataxia,765,
A-T,948,
A-T,1040,
non-papillary renal cell carcinomas,75,
sporadic renal cell carcinomas,66,
non-papillary renal cell carcinomas,346,
non-papillary renal cell carcinomas,456,
papillary renal cell tumours,667,
renal oncocytomas,704,
tumours,871,
non-papillary renal cell carcinoma,1017,
EMDM,643,
EDMD,793,
endometrial cancer,20,
tumours,11,
hereditary nonpolyposis colorectal cancer,188,
HNPCC,232,
endometrial carcinomas,550,
endometrial carcinoma,774,
endometrial carcinoma,806,
tumours,1528,
Norrie disease,20,
ND,36,
ND,69,
ND,98,
ND,156,
ND,201,
ND,515,
ND,917,
alveolar rhabdomyosarcoma,39,
Pediatric alveolar rhabdomyosarcoma,0,
chronic nonspherocytic hemolytic anemia,406,
myotonic dystrophy,21,
DM,42,
DM,163,
DM,340,
DM,657,
myotonic dystrophy,1154,
Huntington disease,119,
Huntington disease,24,
HD,45,
HD,92,
HD,175,
HD,246,
HD,503,
HD,746,
HD,804,
HD,1029,
sporadic aniridia,31,
bilateral sporadic aniridia,36,
aniridia,324,
aniridia,503,
aniridia,678,
familial aniridia,744,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
phenylketonuria,17,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
autosomal dominant nocturnal frontal lobe epilepsy,364,
inherited breast cancer,55,
breast cancer,153,
familial breast cancer,241,
inherited breast / ovarian cancer,276,
inherited breast cancer,378,
breast cancer,907,
breast cancer,1178,
ataxia-telangiectasia,20,
AT,44,
cancer,1055,
immune defects,98,
thymic lymphoma,118,
ataxia-telangiectasia,54,
ataxia-telangiectasia,438,
meningitis,107,
C7D,199,
C7D,1006,
C7D,1068,
lesch-nyhan syndrome,45,
Lesch-Nyhan syndrome,102,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
ataxia-telangiectasia,36,
thymomas,285,
ataxia-telangiectasia,575,
colorectal cancer,33,
stage II colorectal cancer,84,
colorectal cancer,220,
colorectal carcinoma,361,
anxiety,99,
diastrophic dysplasia,69,
chondrodysplasias,108,
diastrophic dysplasia,177,
DTD,201,
atelosteogenesis type 2,209,
AO2,235,
ACG1B,273,
AO-2,457,
DTD,473,
AO2,520,
DTD,526,
AO2,802,
DTD,808,
Wiskott-Aldrich syndrome,111,
WAS,134,
WAS,313,
WAS,1263,
Familial adenomatous polyposis,0,
FAP,33,
colorectal cancer,73,
adenomatous polyps,136,
FAP,296,
AAPC,589,
AAPC,1093,
hereditary breast and ovarian cancer,4,
breast cancer,638,
tumour,720,
cystic kidney disease,107,
renal hamartomas,186,
HPT-JT,52,
HPT-JT syndrome,216,
cystic kidney disease,267,
HPT-JT syndrome,380,
renal lesions,420,
JT,580,
polycystic kidney disease,675,
renal hamartomas,1514,
tumor,1856,
breast and ovarian cancer,41,
breast and ovarian cancer,346,
"breast , ovarian , or other cancers",857,
cancer,976,
cancer,1033,
breast cancer,1264,
cancer,1310,
breast and ovarian cancers,1473,
Ataxia-telangiectasia,0,
ataxia-telangiectasia,65,
A-T,89,
cerebellar degeneration,114,
immunodeficiency,140,
cancer predisposition,161,
A-T,185,
A-T,262,
A-T,512,
A-T,1052,
breast and / or ovarian cancer,241,
breast / ovarian cancer,362,
male breast cancer,506,
male breast cancer,642,
cancer,720,
ovarian cancer,746,
male breast cancer,828,
breast / ovarian cancer,872,
tumor,11,
metastatic tumors,147,
tumor,335,
Myotonic dystrophy,0,
DM,21,
DM,139,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
ALPS,365,
ALPS,469,
splenomegaly,669,
lymphadenopathy,686,
ataxia-telangiectasia,19,
ataxia-telangiectasia,560,
type IV Ehlers-Danlos syndrome,343,
type IV Ehlers-Danlos syndrome,966,
Pelizaeus-Merzbacher disease,153,
PMD,184,
PMD,446,
nystagmus,528,
tremors,550,
mental retardation,574,
dementia,628,
personality disorders,640,
breast and ovarian cancer,44,
breast cancer,285,
breast cancer,337,
breast and ovarian cancer,675,
breast or ovarian cancer,1193,
breast cancer,1321,
breast cancer,1489,
Kniest dysplasia,0,
Kniest dysplasia,0,
chondrodysplasia,29,
short stature,252,
restricted joint mobility,268,
blindness,300,
Kniest dysplasia,605,
alkaptonuria,69,
alkaptonuria,1626,
tumor,98,
glioblastoma,281,
prostate cancer,341,
breast cancer,388,
tumor,696,
tumor,772,
Schwartz-Jampel chondrodystrophic myotonia,17,
myotonia,130,
short stature,141,
bone dysplasia,161,
SJS,202,
SJS,511,
myotonia,676,
Pyle disease,1312,
Wilms tumour,105,
WT,120,
Denys-Drash syndrome,344,
renal nephropathy,367,
gonadal anomaly,387,
predisposition to WT,405,
juvenile granulosa cell tumour,517,
non-asbestos related mesothelioma,550,
desmoplastic small round cell tumour,586,
acute myeloid leukemia,645,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
aniridia,7,
aniridia,165,
insulin-dependent diabetes mellitus,95,
insulin-dependent diabetes mellitus,105,
IDDM,286,
IDDM,330,
IDDM,476,
IDDM,518,
IDDM,587,
inherited C9 deficiency,383,
C9 deficiency,442,
C9 deficiency,890,
breast cancer,69,
breast cancer,112,
pancreatic cancer,53,
pancreatic cancer,213,
pancreatic tumors,488,
pancreatic tumors,566,
tumors,609,
pancreatic tumors,730,
pancreatic cancer,806,
cancers,848,
breast and ovarian cancer,31,
breast and / or ovarian cancer,83,
tumour,118,
breast carcinomas,137,
cancer,578,
breast cancer,630,
tumours,866,
estrogen receptor-positive breast carcinomas,1020,
C7 deficiency,19,
C7 deficiency,23,
C7-deficient,592,
Classical galactosemia,0,
classical galactosemia,509,
galactosemia,822,
galactosemia,1037,
galactosemia,1109,
ataxia-telangiectasia,45,
A-T,69,
A-T,499,
A-T,572,
A-T,890,
alveolar rhabdomyosarcoma,116,
alveolar rhabdomyosarcoma,907,
ataxia-telangiectasia,68,
tumour,740,
tumours,1428,
Myotonic dystrophy,0,
dystrophia myotonica,24,
DM,47,
Krabbe disease,120,
AO-GLD,1394,
