text,start,count
recognizable at birth,1134,
e SJ,1619,
dysplasia,1184,
Jampel,1079,
mortality,1272,
type 1B,1101,
bone dysplasia resembling Kniest dysplasia,1179,
moderate bone dysplasia,996,
manifest at birth,1237,
recognized in childhood,965,
clinical course,848,
Schwartz,1068,
Schwartz-Jampel syndrome ( SJS,4,
pattern of bone changes,868,
type 2,1228,
primary bone dysplasia with myotonia,734,
SJS type 1A,941,
more pronounced bone dysplasia,1163,
bone changes,879,
granulosa cell tumour,526,
childhood kidney cancer,79,
mesothelioma,571,
acute,645,
Denys-Drash,344,
sporadic,261,
nephropathy,373,
Wilms,105,
gonadal,387,
renal,367,
"childhood kidney cancer , Wilms tumour",79,
WT,423,
tumour,111,
Wilms tumours,270,
kidney,89,
juvenile,517,
"juvenile granulosa cell tumour , non-asbestos related mesothelioma , desmoplastic small round cell tumour",517,
tumours,276,
autosomal,14,
disorder of skeletal muscle,54,
simple aniridia,48,
simple,48,
mellitus,122,
insulin-dependent,95,
diabetes mellitus,113,
IDDM,816,
IDDM,981,
IDDM2,765,
IDDM2,149,
insulin-dependent,105,
IDDM2,257,
IDDM2,925,
mellitus,132,
C9 deficiency,393,
membrane attack complex,110,
recurrent neisseria infections,298,
heterozygous C9 deficiency,877,
C9 deficiency,549,
th breast and ovarian canc,829,
ith breast can,1446,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
al breast canc,1212,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic,53,
pancreatic,806,
tumor,357,
tumors,188,
C9,37,
pathway,198,
C9,951,
allografts,58,
pathway,242,
classical,232,
alternative,186,
defective C9,915,
low,221,
mismatched,40,
long-surviving,25,
mismatched kidney allografts,40,
activity,206,
deficiency,954,
normal,225,
kidney,51,
deficiency of C9,854,
no,183,
breast,31,
ESR mutations,14,
familial clustering of breast and / or ovarian cancer,60,
breast carcinomas,1047,
breast,630,
hormonal therapy resistance,989,
breast and / or ovarian cancer and tumour,83,
cancer,268,
estrogen,1020,
deficiency,22,
C7,19,
C7,23,
classical,27,
galactosemia,48,
Duarte galactosemia,41,
and Duarte galactosemia,37,
galactosemia,443,
classical and Duarte galactosemia,422,
classical galactosemia,696,
classical,422,
rhabdomyosarcoma,125,
alveolar,116,
alveolar,214,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
functional alterations,452,
oncogenic effects,1106,
hematopoietic,41,
overexpression,586,
pediatric solid,192,
rhabdomyosarcoma,223,
fusion product overexpression,516,
tumors,65,
solid tumors,59,
tumorigenesis,54,
apoptosis,25,
human,35,
apoptosis,909,
cancer-associated,41,
human cancer-associated diseases,35,
tumorigenesis,862,
thymocyte,473,
development,483,
apoptosis,265,
human,1422,
cellular,307,
ataxia-telangiectasia and Li-Fraumeni syndrome,68,
proliferation,316,
sensitivity,289,
diseases,59,
human cancer-associated diseases ataxia-telangiectasia and Li-Fraumeni syndrome,35,
syndrome,106,
radiation,279,
Li-Fraumeni,94,
apoptosis,998,
irradiation-induced apoptosis,978,
hereditary,386,
dystrophy,9,
loss of the hypersensitive,944,
DM,267,
adult neuromuscular disease,397,
hereditary adult neuromuscular disease,386,
DM,927,
DM,1394,
dystrophia,24,
myotonica,35,
Myotonic,0,
RB1,94,
RB1,1194,
RB1,767,
RB1,967,
RB1,553,
RB1,130,
RB1,855,
clear-cell renal,95,
cell,112,
von Hippel-Lindau disease and RCC,1720,
carcinoma,117,
clear-cell renal cell carcinoma ( RCC,95,
von Hippel-Lindau disease-associated,178,
von,1720,
clear-cell,95,
RCCs,228,
leukodystrophy,25,
globoid cell leukodystrophy,12,
disease,48,
Krabbe,41,
Adult onset,0,
globoid,12,
cell,20,
progressive,370,
onset of slowly progressive spastic paraplegia,354,
slowly,363,
onset globoid cell leukodystrophy,84,
adult onset globoid cell leukodystrophy ( Krabbe disease ; AO-GLD,78,
diminished GALC activity in their leukocytes,461,
leukodystrophy,103,
paraplegia,390,
onset of slowly progressive spastic paraplegia from the middle of the second decade,354,
spastic,382,
