text,start,count
ND,69,
ND,917,
ND,156,
ND,201,
Pediatric alveolar rhabdomyosarcoma,0,
Huntington disease,119,
Huntington disease,24,
HD,175,
HD,503,
HD,92,
HD,1029,
HD,804,
HD,45,
sporadic aniridia,31,
aniridia,678,
aniridia,324,
aniridia,503,
familial aniridia,744,
bilateral sporadic aniridia,36,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
breast cancer,907,
inherited breast cancer,55,
breast cancer,980,
familial breast cancer,241,
inherited breast cancer,378,
breast cancer,1178,
breast cancer,153,
AT,44,
AT,266,
ataxia-telangiectasia,20,
immune defects,98,
thymic lymphoma,118,
ataxia-telangiectasia,54,
C7D,1006,
C7D,1068,
C7D,199,
meningitis,107,
lesch-nyhan syndrome,45,
Lesch-Nyhan syndrome,102,
compulsive self-injurious behavior,174,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
ataxia-telangiectasia,575,
ataxia-telangiectasia,36,
colorectal cancer,33,
In stage II colorectal carcino,1307,
th stage II and stage III colorectal carcinom,821,
ike stage III canc,1422,
se tumo,908,
colorectal carcinoma,361,
stage II colorectal cancer,84,
ith stage II or stage III colorectal can,1261,
anxiety,99,
diastrophic dysplasia,69,
DTD,473,
chondrodysplasias,108,
AO2,235,
DTD,808,
DTD,794,
DTD,201,
diastrophic dysplasia,177,
DTD,526,
r DT,1614,
h AO,1607,
WAS,313,
WAS,535,
WAS,1561,
WAS,134,
WAS,480,
colorectal cancer,73,
AAPC,589,
FAP,296,
tumour,720,
hereditary breast and ovarian cancer,4,
breast cancer,638,
HPT-JT syndrome,216,
renal hamartomas,1514,
polycystic kidney disease,675,
HPT-JT syndrome,380,
renal lesions,420,
cancer,1033,
cancer,976,
cancer,1310,
Ataxia-telangiectasia,0,
A-T,185,
cancer,720,
ovarian cancer,746,
galactosemia,51,
tumor,11,
tumor,335,
DM,658,
Myotonic dystrophy,0,
DM,21,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
splenomegaly,669,
ALPS,469,
lymphadenopathy,686,
ALPS,365,
ataxia-telangiectasia,560,
dementia,628,
PMD,446,
PMD,184,
tremors,550,
personality disorders,640,
mental retardation,574,
breast cancer,285,
breast cancer,1321,
breast or ovarian cancer,1193,
breast cancer,1489,
breast cancer,337,
Kniest dysplasia,0,
restricted joint mobility,268,
Kniest dysplasia,0,
blindness,300,
alkaptonuria,1626,
breast cancer,388,
tumor,696,
prostate cancer,341,
tumor,772,
acute myeloid leukemia,645,
renal nephropathy,367,
WT,120,
gonadal anomaly,387,
desmoplastic small round cell tumour,586,
Denys-Drash syndrome,344,
non-asbestos related mesothelioma,550,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
aniridia,7,
aniridia,165,
insulin-dependent diabetes mellitus,95,
C9 deficiency,549,
breast cancer,69,
th breast and ovarian canc,829,
ith breast can,1446,
breast cancer,112,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic cancer,53,
tumor,357,
pancreatic tumors,566,
pancreatic tumors,730,
pancreatic cancer,806,
tumors,609,
pancreatic cancer,213,
cancers,848,
cancer,268,
breast cancer,630,
galactosemia,1037,
classical galactosemia,509,
Classical galactosemia,0,
A-T,572,
A-T,499,
A-T,890,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,907,
tumours,1428,
DM,47,
DM,267,
dystrophia myotonica,24,
DM,927,
